content_id,part,tag_lecture,qstats_count,qstats_answered_correctly,difficulty
10435,1,70,6755,0.8705,1
10524,1,111,7188,0.8375,1
12777,1,187,179,0.8715,1
7879,1,101,8350,0.9057,1
10471,1,101,6707,0.9099,1
10444,1,104,5913,0.9203,1
11966,2,2,1465,0.899,1
11763,2,20,1462,0.933,1
794,2,71,10220,0.8632,1
669,2,155,10142,0.8439,1
344,2,140,6806,0.856,1
764,2,90,128,0.8594,1
12123,2,20,1445,0.91,1
764,2,90,128,0.8594,1
11892,2,105,1509,0.8708,1
346,2,20,556,0.8507,1
12222,2,90,1522,0.8528,1
12174,2,30,1531,0.8961,1
515,2,137,14635,0.8891,1
1242,2,2,12249,0.8747,1
12159,2,30,1459,0.8307,1
1235,2,140,12070,0.8809,1
366,2,30,8713,0.8717,1
1115,2,155,10526,0.8926,1
11978,2,137,1511,0.8418,1
1396,2,140,5563,0.9338,1
456,2,30,13786,0.8689,1
12183,2,114,1444,0.892,1
535,2,138,11632,0.9358,1
11884,2,17,1452,0.905,1
12104,2,140,1459,0.9459,1
718,2,137,9517,0.9567,1
765,2,141,7473,0.8694,1
1232,2,176,19636,0.8779,1
742,2,176,10750,0.9226,1
333,2,71,11677,0.8497,1
12427,3,113,285,0.9053,1
1469,3,106,4250,0.9209,1
2004,3,82,4774,0.921,1
2368,3,74,8129,0.8961,1
2038,3,136,6679,0.9286,1
12313,3,136,272,0.9118,1
1696,3,82,498,0.8534,1
1816,3,82,6465,0.8837,1
2393,3,136,6643,0.8856,1
2428,3,74,6569,0.8469,1
13016,3,106,132,0.8864,1
13191,3,136,133,0.9248,1
1960,3,82,5657,0.9311,1
2177,3,74,8180,0.8896,1
2266,3,74,6337,0.8398,1
1497,3,136,231,0.8788,1
2380,3,106,9045,0.8339,1
11833,3,106,938,0.8507,1
2014,3,157,4464,0.8994,1
2458,3,74,7923,0.9668,1
1686,3,136,4566,0.9354,1
1411,3,136,3537,0.8377,1
1663,3,136,6264,0.9044,1
11734,3,136,867,0.8604,1
2096,3,74,5854,0.9684,1
11833,3,106,938,0.8507,1
13023,3,136,116,0.8966,1
1808,3,106,5974,0.8498,1
1471,3,82,4250,0.864,1
12944,3,106,131,0.9695,1
13160,4,103,107,0.8411,1
13055,4,59,92,0.9783,1
3165,4,12,4526,0.8906,1
13065,4,12,118,0.9407,1
2842,4,103,82,0.878,1
2938,4,169,7828,0.8974,1
2847,4,144,7336,0.8641,1
12584,4,67,209,0.8804,1
3402,4,144,6985,0.9582,1
2781,4,12,3365,0.8455,1
13131,4,12,104,0.8846,1
2837,4,144,4543,0.9329,1
2592,4,171,11752,0.8429,1
3391,4,12,5201,0.8437,1
13069,4,169,105,0.8476,1
13037,4,67,107,0.9065,1
13078,4,59,108,0.9352,1
13080,4,12,107,0.8972,1
2704,4,169,7115,0.8446,1
3311,4,183,16906,0.8521,1
2716,4,67,4193,0.9044,1
3533,4,103,66,0.8636,1
13147,4,59,88,0.8636,1
2831,4,103,4018,0.8571,1
2698,4,12,3540,0.859,1
2987,4,171,5735,0.9341,1
2702,4,126,10328,0.8459,1
3298,4,67,6067,0.9402,1
3464,4,103,4740,0.8981,1
3317,4,12,153,0.8758,1
4197,5,60,208,0.8413,1
13356,5,14,854,0.8314,1
5472,5,89,3631,0.8595,1
3771,5,152,8645,0.8979,1
8391,5,60,4669,0.8929,1
5106,5,8,977,0.8843,1
11528,5,45,1949,0.844,1
5279,5,177,6281,0.8765,1
4538,5,177,5137,0.9328,1
9468,5,8,4278,0.9638,1
13408,5,53,878,0.8405,1
6172,5,134,14603,0.8524,1
8674,5,53,4491,0.8341,1
9879,5,1,4491,0.9236,1
4747,5,8,1043,0.9223,1
5079,5,8,22,0.8636,1
8623,5,33,5981,0.8338,1
3679,5,55,3076,0.8674,1
5477,5,89,3505,0.8405,1
8339,5,53,4425,0.8551,1
8844,5,73,4453,0.8639,1
5567,5,14,2273,0.8487,1
7996,5,14,4521,0.8885,1
3821,5,8,1215,0.8716,1
9952,5,53,4327,0.9219,1
4538,5,177,5137,0.9328,1
13457,5,53,859,0.8603,1
9297,5,7,12964,0.8847,1
4186,5,109,1310,0.9489,1
8798,5,55,4615,0.8979,1
6543,6,27,5003,0.9464,1
6723,6,179,8656,0.8842,1
11021,6,179,2462,0.8436,1
10791,6,4,3188,0.8748,1
10840,6,33,2593,0.8993,1
10260,6,53,4296,0.8987,1
10148,6,27,6571,0.8728,1
10746,6,96,3165,0.8385,1
10096,6,55,6132,0.8598,1
10752,6,53,2549,0.8749,1
10954,6,27,3098,0.9245,1
6825,6,116,11631,0.8928,1
10179,6,147,4417,0.9305,1
10947,6,173,3036,0.9177,1
11026,6,79,3126,0.9085,1
6627,6,179,12242,0.9393,1
11107,6,53,4531,0.9554,1
6751,6,73,11944,0.9307,1
11041,6,109,2155,0.9773,1
10311,6,116,6593,0.9273,1
6765,6,174,29113,0.8473,1
10989,6,25,2450,0.9041,1
10989,6,25,2450,0.9041,1
11133,6,151,2693,0.8366,1
6723,6,179,8656,0.8842,1
6536,6,179,4885,0.915,1
10359,6,53,5202,0.9333,1
10377,6,27,5622,0.9059,1
6845,6,53,14239,0.8496,1
6830,6,159,15973,0.9125,1
8054,7,76,3452,0.9282,1
7001,7,76,3915,0.8567,1
7684,7,76,10927,0.9184,1
7569,7,76,1271,0.871,1
7465,7,118,159,0.9811,1
7632,7,118,9549,0.9251,1
7519,7,118,1395,0.9455,1
7552,7,97,922,0.8514,1
6983,7,97,4633,0.8403,1
11631,7,76,291,0.9553,1
6941,7,97,9388,0.8666,1
11635,7,76,298,0.9195,1
7250,7,97,1146,0.8473,1
7551,7,118,922,0.8655,1
7536,7,118,1185,0.8895,1
7195,7,97,67,0.9254,1
11653,7,76,500,0.862,1
7569,7,76,1271,0.871,1
11689,7,76,2983,0.941,1
7539,7,76,1594,0.8632,1
7650,7,118,1859,0.8677,1
7320,7,97,1177,0.9193,1
7593,7,118,1929,0.8346,1
8038,7,18,3067,0.94,1
8044,7,76,2584,0.8932,1
7071,7,145,2404,0.9384,1
7666,7,18,5445,0.944,1
7125,7,97,1308,0.9044,1
8099,7,118,80,0.8375,1
7084,7,19,2132,0.8476,1
12841,1,51,153,0.9804,1
12918,1,36,162,0.8457,1
10669,1,178,6195,0.8437,1
10522,1,178,6358,0.8882,1
7911,1,130,9950,0.9332,1
12779,1,9,157,0.9299,1
12740,1,104,164,0.9024,1
7941,1,111,7906,0.9194,1
7862,1,149,4203,0.9803,1
10575,1,9,5773,0.8924,1
12866,1,164,166,0.9398,1
10676,1,5,5784,0.9239,1
10524,1,111,7188,0.8375,1
12759,1,93,174,0.9368,1
10628,1,51,5878,0.9536,1
7959,1,111,3081,0.8734,1
12929,1,13,174,0.9425,1
166,1,93,9609,0.8731,1
112,1,101,7626,0.9537,1
12816,1,99,168,0.869,1
7921,1,93,5009,0.9726,1
10526,1,149,5594,0.9551,1
12929,1,13,174,0.9425,1
10528,1,99,6273,0.8793,1
12594,1,104,159,0.8616,1
12816,1,99,168,0.869,1
147,1,101,903,0.9601,1
119,1,51,9637,0.8812,1
12789,1,93,176,0.9375,1
10680,1,51,6135,0.8844,1
12204,2,140,1486,0.9603,1
11881,2,155,1495,0.9779,1
598,2,71,9492,0.8366,1
417,2,155,7825,0.8305,1
1123,2,155,11114,0.8508,1
11766,2,30,1437,0.9436,1
658,2,176,9847,0.8937,1
12002,2,105,1497,0.8697,1
485,2,140,10844,0.854,1
11925,2,71,1511,0.8537,1
680,2,140,6097,0.8699,1
1292,2,20,167,0.8323,1
1097,2,141,728,0.8668,1
694,2,2,11570,0.8304,1
567,2,30,6927,0.894,1
196,2,30,8680,0.9109,1
11673,2,71,1513,0.8586,1
991,2,105,13070,0.9531,1
806,2,140,8087,0.8845,1
11910,2,137,1493,0.8433,1
727,2,137,10497,0.833,1
11779,2,105,1431,0.914,1
11989,2,138,1536,0.8418,1
1390,2,140,7725,0.8599,1
1180,2,20,7723,0.8984,1
366,2,30,8713,0.8717,1
956,2,148,16631,0.8711,1
457,2,105,15387,0.8386,1
12203,2,2,1451,0.8449,1
12173,2,114,1541,0.878,1
1877,3,74,11410,0.8766,1
2006,3,74,16102,0.8379,1
1912,3,157,4055,0.858,1
2012,3,74,4464,0.9478,1
2476,3,74,144,0.9792,1
12389,3,161,289,0.8547,1
1930,3,157,384,0.8724,1
2108,3,106,5685,0.8385,1
2020,3,136,82,0.8537,1
1635,3,106,129,0.8915,1
13192,3,82,133,0.8797,1
11758,3,113,902,0.9601,1
1821,3,136,4466,0.9492,1
2472,3,82,4631,0.902,1
2237,3,136,5890,0.848,1
1547,3,74,5833,0.899,1
12949,3,136,125,1,1
13029,3,136,120,0.9083,1
12944,3,106,131,0.9695,1
12950,3,106,130,0.8846,1
12305,3,82,278,0.8669,1
1887,3,136,8121,0.8941,1
2326,3,74,4137,0.9268,1
2503,3,74,6124,0.9484,1
2358,3,136,7098,0.8956,1
2471,3,136,4631,0.9572,1
12972,3,136,115,0.8957,1
13012,3,136,125,0.856,1
2039,3,106,6963,0.9153,1
2332,3,74,6534,0.875,1
13118,4,158,107,0.9439,1
13034,4,12,114,0.9298,1
2722,4,83,14395,0.9735,1
2677,4,12,3264,0.8768,1
12548,4,144,218,0.9679,1
2702,4,126,10328,0.8459,1
3480,4,103,3557,0.9483,1
3298,4,67,6067,0.9402,1
3008,4,12,5327,0.8804,1
2781,4,12,3365,0.8455,1
3107,4,126,6803,0.8696,1
2811,4,12,3757,0.9478,1
2794,4,12,76,0.8816,1
13069,4,169,105,0.8476,1
2621,4,67,3366,0.8491,1
13118,4,158,107,0.9439,1
2711,4,103,4277,0.9317,1
2702,4,126,10328,0.8459,1
3258,4,67,3183,0.858,1
2848,4,144,6530,0.9516,1
2605,4,67,3420,0.9237,1
2851,4,67,3007,0.9621,1
3212,4,12,5065,0.8389,1
3138,4,67,9010,0.8331,1
2677,4,12,3264,0.8768,1
3446,4,67,4213,0.8649,1
12484,4,59,210,0.8524,1
2704,4,169,7115,0.8446,1
2781,4,12,3365,0.8455,1
3466,4,12,4603,0.8427,1
9767,5,96,4488,0.9418,1
11408,5,109,1383,0.8568,1
5599,5,173,2932,0.8694,1
5014,5,181,10029,0.8928,1
8818,5,45,5127,0.8878,1
5925,5,14,2654,0.8738,1
4537,5,177,16366,0.8651,1
9389,5,1,4473,0.9206,1
8782,5,55,4639,0.8726,1
4197,5,60,208,0.8413,1
9869,5,53,4361,0.9058,1
8698,5,1,4374,0.9556,1
8166,5,177,5044,0.9029,1
4607,5,79,1124,0.8701,1
5998,5,173,3046,0.9314,1
4493,5,151,8702,0.8667,1
5475,5,14,41,0.9512,1
8872,5,73,4626,0.8463,1
3595,5,8,2100,0.8395,1
5365,5,109,3036,0.8607,1
13382,5,96,878,0.9294,1
9531,5,1,4534,0.9424,1
13346,5,109,929,0.8773,1
13354,5,73,867,0.9262,1
9468,5,8,4278,0.9638,1
9533,5,73,4229,0.8645,1
5926,5,14,2647,0.8708,1
11252,5,79,1336,0.8376,1
13272,5,166,840,0.9238,1
4762,5,95,12738,0.8311,1
10254,6,173,4361,0.922,1
11087,6,27,2344,0.8797,1
11116,6,8,2262,0.8408,1
6918,6,27,18097,0.8981,1
10214,6,55,5211,0.8916,1
11009,6,53,2337,0.8853,1
10871,6,14,2293,0.9315,1
10371,6,96,5783,0.8672,1
10926,6,168,4081,0.899,1
10982,6,47,2503,0.8853,1
6598,6,53,16214,0.8441,1
6502,6,173,4492,0.8399,1
10972,6,134,3085,0.8376,1
11066,6,109,3569,0.9288,1
6498,6,27,19760,0.8706,1
11152,6,79,2260,0.8858,1
10339,6,27,4383,0.8426,1
10268,6,8,6694,0.8956,1
10142,6,109,4396,0.8931,1
10890,6,27,2609,0.8934,1
10811,6,53,3423,0.8358,1
6543,6,27,5003,0.9464,1
6512,6,54,4695,0.921,1
10290,6,27,4935,0.8833,1
10367,6,27,5666,0.8452,1
10988,6,27,2450,0.8706,1
10936,6,147,2326,0.9084,1
6689,6,173,11543,0.8646,1
10298,6,55,4404,0.9634,1
6622,6,96,20922,0.8374,1
7555,7,18,1313,0.8408,1
7541,7,118,2262,0.9602,1
7317,7,145,1240,0.8831,1
8041,7,97,30,0.8667,1
8054,7,76,3452,0.9282,1
7066,7,118,1456,0.9251,1
7256,7,118,2289,0.9393,1
7256,7,118,2289,0.9393,1
7035,7,153,1195,0.8703,1
7042,7,153,671,0.8942,1
7132,7,118,604,0.8858,1
7205,7,145,2054,0.8559,1
7705,7,118,4191,0.9162,1
7708,7,97,4191,0.8933,1
7321,7,118,863,0.8378,1
7799,7,97,5795,0.8459,1
6996,7,118,4340,0.9276,1
7709,7,118,19238,0.9549,1
7644,7,76,860,0.9419,1
7650,7,118,1859,0.8677,1
8129,7,76,49,0.9796,1
7842,7,145,1434,0.8375,1
7055,7,153,688,0.9055,1
7829,7,76,1888,0.8814,1
8083,7,18,5369,0.8823,1
11654,7,145,500,0.874,1
7670,7,118,3396,0.9547,1
7042,7,153,671,0.8942,1
7799,7,97,5795,0.8459,1
7565,7,118,2154,0.9234,1
12752,1,51,137,0.8467,1
12750,1,99,181,0.8564,1
10559,1,51,6324,0.9058,1
12620,1,178,169,0.9467,1
12932,1,187,157,0.9554,1
7869,1,13,10848,0.8572,1
10628,1,51,5878,0.9536,1
151,1,93,6636,0.9284,1
12897,1,61,191,0.8691,1
12807,1,111,174,0.9713,1
12679,1,9,181,0.9116,1
7947,1,111,10593,0.9351,1
10522,1,178,6358,0.8882,1
10636,1,9,6044,0.8375,1
162,1,9,7246,0.8686,1
68,1,51,7117,0.9446,1
10521,1,9,5806,0.9426,1
12910,1,70,168,0.8333,1
81,1,5,5089,0.8336,1
12836,1,101,176,0.9943,1
12897,1,61,191,0.8691,1
12905,1,70,166,0.8554,1
166,1,93,9609,0.8731,1
12637,1,51,190,0.9,1
75,1,5,9091,0.8391,1
11664,1,93,1059,0.9075,1
10530,1,149,5575,0.9699,1
10437,1,104,5774,0.957,1
12809,1,101,148,1,1
12756,1,99,182,0.8516,1
1095,2,2,12782,0.895,1
543,2,155,11372,0.8429,1
517,2,30,6719,0.9053,1
902,2,30,9153,0.8894,1
12047,2,155,1551,0.8466,1
1284,2,138,843,0.8636,1
842,2,140,5495,0.9301,1
1384,2,2,11562,0.8402,1
760,2,141,156,0.8846,1
1151,2,176,7072,0.9376,1
607,2,137,11575,0.8683,1
431,2,141,8738,0.8721,1
12165,2,148,1480,0.9642,1
12134,2,30,1547,0.8804,1
607,2,137,11575,0.8683,1
205,2,90,8509,0.9115,1
711,2,30,17988,0.8793,1
765,2,141,7473,0.8694,1
342,2,30,8156,0.9077,1
1147,2,30,11007,0.9365,1
12209,2,140,1492,0.9189,1
1203,2,30,10162,0.8566,1
1361,2,90,6555,0.9274,1
485,2,140,10844,0.854,1
346,2,20,556,0.8507,1
1005,2,155,9950,0.8739,1
357,2,155,17291,0.9116,1
1235,2,140,12070,0.8809,1
1195,2,2,10456,0.8498,1
1104,2,155,13078,0.8508,1
1893,3,136,118,0.8814,1
1564,3,136,4401,0.8323,1
2448,3,157,7392,0.8727,1
2432,3,136,6070,0.8641,1
2200,3,106,6908,0.912,1
11834,3,136,938,0.919,1
1784,3,136,15114,0.8576,1
12304,3,136,278,0.8453,1
13016,3,106,132,0.8864,1
13191,3,136,133,0.9248,1
1902,3,136,3723,0.8627,1
2380,3,106,9045,0.8339,1
12993,3,136,112,0.9375,1
12299,3,82,274,0.865,1
11834,3,136,938,0.919,1
12372,3,106,278,0.946,1
2427,3,157,185,0.9405,1
11738,3,136,1733,0.9631,1
12320,3,136,285,0.8947,1
2427,3,157,185,0.9405,1
12328,3,82,282,0.9504,1
1491,3,136,5340,0.838,1
2235,3,157,5790,0.8575,1
1434,3,74,6893,0.9426,1
11735,3,82,867,0.8374,1
2368,3,74,8129,0.8961,1
2452,3,136,3245,0.9245,1
13184,3,74,122,0.9508,1
1427,3,74,3643,0.8309,1
2224,3,136,12663,0.9074,1
3480,4,103,3557,0.9483,1
2704,4,169,7115,0.8446,1
12461,4,12,228,0.9825,1
3307,4,12,8500,0.9256,1
12519,4,59,229,0.8821,1
3501,4,144,284,0.8768,1
12452,4,171,243,0.9177,1
2824,4,67,3687,0.923,1
2836,4,144,4543,0.9481,1
3463,4,103,4742,0.8693,1
12562,4,171,244,0.8484,1
3084,4,83,7438,0.8346,1
13175,4,169,89,0.9663,1
12440,4,67,229,0.9476,1
3502,4,144,284,0.9155,1
3490,4,169,5365,0.9445,1
11602,4,103,604,0.952,1
3009,4,169,366,0.8689,1
2926,4,171,260,0.8423,1
3255,4,67,3130,0.9272,1
13061,4,103,101,0.8911,1
13167,4,12,84,0.9524,1
2926,4,171,260,0.8423,1
3518,4,103,5567,0.8595,1
12461,4,12,228,0.9825,1
13061,4,103,101,0.8911,1
3425,4,126,8339,0.9104,1
11588,4,144,988,0.8704,1
13067,4,169,105,0.9333,1
2722,4,83,14395,0.9735,1
5878,5,91,4311,0.8314,1
5111,5,8,1150,0.8887,1
5915,5,14,2533,0.852,1
8295,5,73,4532,0.8559,1
8629,5,33,6077,0.8397,1
4616,5,79,1500,0.8773,1
5797,5,91,5228,0.8651,1
9554,5,123,5258,0.8825,1
9404,5,53,4450,0.8348,1
9073,5,147,5132,0.8353,1
3709,5,60,4704,0.875,1
8556,5,53,4492,0.8471,1
13299,5,79,892,0.8913,1
9404,5,53,4450,0.8348,1
8598,5,73,4409,0.8585,1
5917,5,14,2062,0.8506,1
5303,5,60,4147,0.9076,1
11395,5,116,1699,0.854,1
9008,5,72,5558,0.8483,1
3555,5,8,45,0.9333,1
6337,5,53,5288,0.8756,1
9196,5,96,4537,0.8484,1
5370,5,133,208,0.8365,1
4042,5,96,4288,0.9473,1
6172,5,134,14603,0.8524,1
13438,5,8,884,0.8428,1
9962,5,73,4552,0.8574,1
13356,5,14,854,0.8314,1
6064,5,173,4011,0.8761,1
3622,5,73,5270,0.9047,1
10982,6,47,2503,0.8853,1
6713,6,147,10775,0.8772,1
11149,6,174,2457,0.9341,1
10791,6,4,3188,0.8748,1
6848,6,27,14242,0.9196,1
10265,6,53,4661,0.8631,1
11021,6,179,2462,0.8436,1
6827,6,1,11633,0.9023,1
10163,6,79,6010,0.8792,1
10296,6,53,4404,0.9183,1
10282,6,96,8961,0.8492,1
6817,6,79,17167,0.8679,1
10963,6,27,3358,0.8848,1
11629,6,115,1358,0.8999,1
10011,6,27,4787,0.9302,1
6607,6,147,9891,0.8982,1
10011,6,27,4787,0.9302,1
10842,6,27,2593,0.8685,1
6842,6,1,29777,0.9553,1
10861,6,73,4655,0.8571,1
10952,6,173,3098,0.8941,1
10884,6,73,3449,0.8579,1
10801,6,27,2349,0.9221,1
10876,6,53,2654,0.8376,1
11135,6,1,2185,0.8458,1
10960,6,33,2397,0.9212,1
10209,6,27,6317,0.852,1
11089,6,53,2344,0.9433,1
10935,6,1,2326,0.9415,1
10872,6,73,2292,0.8761,1
8078,7,97,6676,0.8758,1
8155,7,39,5802,0.9087,1
7392,7,145,13638,0.8383,1
8025,7,118,8829,0.8926,1
7321,7,118,863,0.8378,1
7545,7,145,1014,0.8412,1
8052,7,39,32,0.8438,1
8055,7,39,3452,0.9087,1
7696,7,97,4396,0.8606,1
8131,7,118,47,0.9574,1
11871,7,165,3205,0.8615,1
7251,7,118,1146,0.9206,1
8054,7,76,3452,0.9282,1
7449,7,118,3387,0.8565,1
7376,7,76,179,0.8771,1
7366,7,76,5893,0.852,1
7629,7,118,1182,0.8942,1
7024,7,18,2478,0.9096,1
8064,7,118,4805,0.8641,1
7806,7,118,2461,0.8557,1
8103,7,18,80,0.9,1
7831,7,153,1888,0.8628,1
7617,7,18,2466,0.9339,1
7681,7,76,2140,0.8439,1
7167,7,18,1394,0.8852,1
11634,7,145,370,0.8378,1
7705,7,118,4191,0.9162,1
11561,7,97,491,0.8473,1
7104,7,145,5828,0.8735,1
11564,7,76,478,0.8368,1
84,1,36,8368,0.8384,1
