content_id,part,tag_lecture,qstats_count,qstats_answered_correctly,difficulty
5030,5,127,30698,0.6736,2
7260,7,118,7926,0.7504,2
10156,6,109,6680,0.9358,1
2043,3,136,7320,0.7658,2
3014,4,67,218,0.7294,2
8890,5,79,4449,0.9512,1
3789,5,109,4545,0.6609,2
2640,4,12,4469,0.6514,3
10030,6,27,8047,0.716,2
308,2,2,11950,0.641,3
4340,5,15,58303,0.7087,2
12040,2,137,1533,0.9054,1
8592,5,73,5010,0.5397,3
11157,6,91,2615,0.8046,2
3130,4,67,5046,0.677,2
2708,4,103,82,0.4634,3
9128,5,73,4418,0.9,1
4669,5,45,6776,0.8489,1
9368,5,73,4513,0.3656,3
1298,2,114,8601,0.7992,2
9730,5,1,4606,0.5927,3
8101,7,97,80,0.725,2
5857,5,91,6231,0.67,2
13018,3,136,132,0.7197,2
10713,4,3,6180,0.8848,1
1567,3,136,699,0.6538,3
7175,7,97,3921,0.8373,1
8156,7,118,5802,0.8776,1
518,2,148,15634,0.8364,1
3114,4,150,14178,0.3149,3
5654,5,1,6884,0.6418,3
9455,5,44,8272,0.6944,2
9441,5,73,5375,0.5529,3
6052,5,7,9023,0.6462,3
1143,2,2,9472,0.7922,2
9402,5,73,4450,0.6126,3
10303,6,47,6321,0.3909,3
10945,6,73,2220,0.8604,1
11088,6,79,2344,0.8524,1
3041,4,103,144,0.7986,2
4249,5,14,4444,0.5938,3
7913,1,70,9297,0.9613,1
2228,3,136,121,0.7934,2
3159,4,144,6270,0.6963,2
3430,4,103,8695,0.9807,1
6214,5,8,1824,0.693,2
2215,3,74,3463,0.8189,2
3582,5,8,2346,0.6807,2
8656,5,1,4640,0.394,3
8115,7,97,48,0.6875,2
6136,5,48,15741,0.5872,3
11824,3,74,1097,0.8195,2
7885,1,111,7146,0.8651,1
3548,4,67,3852,0.7199,2
11429,5,8,1257,0.6229,3
2579,4,67,5291,0.509,3
11543,5,8,372,0.7984,2
904,2,141,32724,0.5036,3
9392,5,53,4597,0.7063,2
11867,7,165,1067,0.6054,3
1457,3,74,15550,0.9732,1
5406,5,60,7784,0.6436,3
9518,5,53,4440,0.855,1
7223,7,19,1885,0.7326,2
2174,3,74,16931,0.929,1
5594,5,48,15878,0.7651,2
9806,5,53,4543,0.7002,2
5892,5,66,10714,0.7884,2
8178,5,96,4660,0.7133,2
11418,5,1,1321,0.698,2
10173,6,1,5988,0.6725,2
5261,5,28,23637,0.496,3
5382,5,125,11032,0.7507,2
775,2,176,21951,0.655,3
12815,1,51,173,0.9133,1
6895,6,27,29684,0.479,3
5243,5,80,26990,0.4928,3
9218,5,134,5537,0.823,2
6862,6,147,10475,0.734,2
2717,4,67,4193,0.5834,3
3299,4,67,6066,0.4405,3
6093,5,91,15605,0.5605,3
1563,3,136,4403,0.9469,1
2308,3,74,4743,0.7959,2
11918,2,148,1515,0.763,2
6086,5,89,4421,0.7564,2
8277,5,8,1345,0.7851,2
4247,5,96,4602,0.6,3
9190,5,96,4504,0.7575,2
2871,4,171,12145,0.3294,3
12049,2,137,1509,0.7495,2
5722,5,8,12343,0.5643,3
7463,7,19,6503,0.73,2
9789,5,53,4779,0.3436,3
4635,5,79,3409,0.7815,2
1191,2,155,14731,0.8095,2
6609,6,8,25403,0.7102,2
9172,5,1,5075,0.4782,3
1513,3,157,11830,0.5273,3
12513,4,103,223,0.8341,1
2158,3,82,5842,0.8189,2
5245,5,45,11787,0.7441,2
9814,5,1,4547,0.6334,3
8710,5,55,4561,0.6503,3
5166,5,64,22004,0.7003,2
8311,5,73,5076,0.2455,3
4504,5,53,6142,0.5876,3
3841,5,108,22336,0.533,3
11864,7,118,1067,0.9231,1
924,2,71,12789,0.5867,3
7216,7,97,160300,0.418,3
2834,4,12,6340,0.6341,3
10152,6,53,5255,0.8403,1
7564,7,97,2154,0.734,2
8784,5,174,5961,0.6987,2
6314,5,73,3741,0.8091,2
2202,3,113,6908,0.6589,3
4652,5,79,38,0.9474,1
11809,4,171,980,0.648,3
12772,1,51,151,0.9272,1
13223,3,106,140,0.8429,1
6728,6,8,10906,0.6351,3
5132,5,8,4511,0.5034,3
2661,4,83,676,0.9305,1
8587,5,53,4544,0.7102,2
9623,5,53,4559,0.472,3
11410,5,4,2291,0.8695,1
1592,3,74,8819,0.6955,2
7145,7,145,11879,0.9323,1
4679,5,66,10289,0.7498,2
6235,5,8,4431,0.8034,2
11863,7,145,1067,0.6289,3
12832,1,104,169,0.9822,1
4823,5,79,4211,0.7036,2
3934,5,79,5605,0.5905,3
11694,5,79,601,0.7604,2
11098,6,27,1082,0.9704,1
3657,5,55,4544,0.5511,3
7633,7,76,824,0.9175,1
716,2,90,10436,0.665,2
7488,7,39,9419,0.8383,1
11375,5,96,1402,0.7953,2
2608,4,12,3791,0.948,1
6188,5,96,10353,0.7043,2
6678,5,173,4082,0.7817,2
7377,7,118,179,0.3464,3
7489,7,76,15446,0.7673,2
1171,2,114,7065,0.7357,2
9104,5,173,4901,0.5234,3
3858,5,80,23666,0.6694,2
5216,5,26,29836,0.6391,3
7515,7,18,1253,0.8731,1
1150,2,20,8636,0.6999,2
13305,5,14,907,0.8104,2
8030,7,39,2645,0.6507,3
4439,5,8,28291,0.2261,3
1074,2,138,27085,0.5344,3
5445,5,125,9353,0.6946,2
3000,4,103,5698,0.8405,1
11838,3,136,947,0.8659,1
6866,6,27,34039,0.7504,2
3717,5,57,74876,0.5625,3
5746,5,8,62,0.6935,2
13020,3,136,131,0.8168,2
12393,3,106,264,0.9356,1
2262,3,82,5738,0.6304,3
2746,4,67,274,0.7153,2
2583,4,12,8410,0.5356,3
7844,7,97,1270,0.7598,2
6153,5,44,499,0.8317,1
5671,5,47,44512,0.4686,3
1977,3,136,7763,0.6612,2
7882,1,51,12643,0.8438,1
11179,6,147,3325,0.686,2
10318,6,53,5066,0.4149,3
11517,5,109,715,0.7483,2
8304,5,1,5198,0.2218,3
12593,1,68,180,0.5167,3
9838,5,73,4519,0.8818,1
3743,5,109,1511,0.8934,1
4724,5,91,6367,0.6829,2
13440,5,4,902,0.6996,2
12823,1,99,162,0.8889,1
3660,5,55,698,0.5172,3
5371,5,125,11600,0.7481,2
13458,5,1,894,0.6588,3
5301,5,55,5930,0.371,3
10625,1,164,5999,0.898,1
10089,6,53,5540,0.72,2
2040,3,82,6968,0.7636,2
9500,5,112,10096,0.6656,2
13281,5,166,880,0.8568,1
1625,3,74,7918,0.5652,3
3408,4,171,9275,0.8988,1
7059,7,118,1135,0.7515,2
10230,6,27,7734,0.5111,3
10467,1,9,7145,0.6831,2
5839,5,89,436,0.5688,3
9090,5,173,4621,0.7702,2
11043,6,25,4360,0.7236,2
8475,5,48,237,0.7679,2
3950,5,72,16767,0.4175,3
4638,5,79,2354,0.87,1
4173,5,79,2989,0.7541,2
6383,5,14,4127,0.7427,2
6594,6,53,18477,0.9159,1
8218,5,8,2479,0.7297,2
3443,4,12,6749,0.6327,3
1466,3,74,4442,0.7395,2
12191,2,2,1537,0.7469,2
317,2,141,9363,0.9331,1
10912,6,27,2833,0.4758,3
733,2,137,10896,0.8157,2
10735,4,3,6321,0.4124,3
12985,3,136,140,0.8143,2
12982,3,82,116,0.9052,1
5182,5,48,28668,0.5289,3
11546,5,177,318,0.3679,3
5656,5,14,3404,0.7459,2
12318,3,106,285,0.9053,1
10188,6,96,7734,0.8582,1
8325,5,53,4601,0.4879,3
3751,5,152,11198,0.8234,2
7782,7,97,6455,0.5768,3
11230,5,1,1299,0.5866,3
4726,5,134,11999,0.6727,2
7372,7,97,61,0.9672,1
3557,5,8,3,0.3333,3
7510,7,97,2814,0.8589,1
10393,1,9,8840,0.6415,3
3275,4,144,6071,0.6828,2
7411,7,118,2996,0.5965,3
652,2,114,5571,0.8207,2
4281,5,109,2216,0.8421,1
3913,5,96,8674,0.7918,2
9798,5,73,4365,0.6289,3
8419,5,53,4516,0.7033,2
10191,6,49,7734,0.1912,3
6032,5,147,10703,0.8894,1
8293,5,73,4665,0.3486,3
56,1,61,23755,0.7189,2
6639,6,96,24950,0.663,2
1787,3,74,9343,0.9592,1
7893,1,104,11203,0.5159,3
9584,5,73,5194,0.6369,3
12578,4,144,215,0.7767,2
9203,5,96,5314,0.4296,3
5430,5,125,12215,0.5715,3
11562,7,145,491,0.7984,2
2909,4,171,11829,0.7252,2
10850,6,27,2994,0.7191,2
4450,5,156,11857,0.6995,2
1796,3,74,17458,0.6325,3
10664,1,5,5966,0.9219,1
5271,5,45,36833,0.5948,3
7931,1,36,7260,0.8826,1
5250,5,170,46753,0.5165,3
10568,1,178,12679,0.4617,3
12468,4,12,234,0.6239,3
13324,5,4,886,0.5621,3
2499,3,136,12979,0.5088,3
228,2,176,6826,0.8276,2
12705,1,61,194,0.2835,3
10908,6,53,3423,0.6734,2
6780,6,91,19376,0.8332,1
3649,5,55,604,0.7036,2
9061,5,175,8510,0.5234,3
10944,6,8,2220,0.7374,2
12050,2,20,1529,0.7449,2
13269,5,109,858,0.7028,2
1030,2,30,11899,0.8646,1
8438,5,96,4735,0.4788,3
6809,6,73,16235,0.8052,2
11177,6,79,2642,0.7808,2
11003,6,7,4358,0.3332,3
12312,3,106,272,0.386,3
7538,7,118,1185,0.9046,1
12552,4,126,211,0.8389,1
934,2,71,17522,0.8454,1
626,2,140,5539,0.9547,1
2947,4,67,167589,0.2369,3
8861,5,1,4621,0.5265,3
2185,3,136,549,0.7905,2
9226,5,134,5343,0.8327,1
3798,5,8,2158,0.6534,3
7274,7,118,7037,0.7816,2
3083,4,12,4921,0.7907,2
11470,5,8,1875,0.6736,2
8828,5,55,4923,0.3742,3
3846,5,116,6768,0.7906,2
1320,2,2,9085,0.8358,1
5162,5,173,2979,0.7979,2
11804,4,12,830,0.4663,3
7640,7,97,8400,0.6057,3
908,2,148,12508,0.725,2
8658,5,1,4957,0.5009,3
5138,5,8,1431,0.7268,2
3600,5,8,2905,0.5284,3
6791,6,27,16375,0.6611,2
2563,4,12,274,0.8832,1
5482,5,89,3348,0.7222,2
1100,2,140,31441,0.7281,2
4214,5,8,1443,0.8746,1
4028,5,173,3341,0.7366,2
8924,5,73,4462,0.7609,2
468,2,2,11587,0.8995,1
10548,1,164,8203,0.7736,2
6462,5,72,9122,0.6651,2
7932,1,93,4869,0.9745,1
11281,5,133,709,0.8449,1
1918,3,157,5965,0.5792,3
5187,5,64,1598,0.4449,3
7229,7,118,2484,0.785,2
7967,1,13,14945,0.8174,2
9819,5,1,4892,0.4041,3
4262,5,1,7323,0.5294,3
12947,3,74,125,0.912,1
5531,5,14,3564,0.7132,2
9881,5,1,4392,0.8276,2
7694,7,145,4396,0.7029,2
12489,4,59,241,0.9378,1
9206,5,134,5977,0.5464,3
10463,1,9,7349,0.8076,2
5923,5,91,5111,0.758,2
3486,4,103,4406,0.8196,2
1141,2,71,13755,0.7618,2
12794,1,104,164,0.9207,1
6774,6,73,13673,0.656,3
7395,7,18,13637,0.8923,1
6894,6,8,29671,0.6327,3
3769,5,133,13802,0.7295,2
11364,5,109,1515,0.8343,1
7669,7,76,3396,0.8978,1
2598,4,67,13429,0.8313,1
11589,4,144,988,0.4949,3
9791,5,53,4605,0.6595,3
1162,2,148,10931,0.7856,2
4121,5,89,3022,0.7743,2
13514,5,14,851,0.5358,3
10717,4,3,10869,0.7332,2
7334,7,97,5381,0.761,2
1798,3,136,17464,0.4721,3
12218,2,138,1512,0.8902,1
6309,5,73,4634,0.8569,1
11020,6,1,2462,0.6503,3
9966,5,73,4536,0.4502,3
8758,5,174,5928,0.7989,2
8661,5,73,4597,0.4664,3
8418,5,73,4814,0.3835,3
9919,5,96,4477,0.7938,2
5845,5,89,4246,0.8966,1
8517,5,116,4863,0.8425,1
6843,6,181,29758,0.8675,1
2089,3,136,3827,0.8291,2
3876,5,89,8951,0.3779,3
10052,6,159,5499,0.6358,3
8017,7,97,10399,0.6076,3
1702,3,113,8022,0.5435,3
12748,1,5,160,0.8875,1
1852,3,82,6931,0.7052,2
13017,3,136,132,0.8712,1
12244,2,155,1528,0.8141,2
6115,5,54,23177,0.7549,2
9352,5,73,4611,0.6654,2
3832,5,8,1567,0.732,2
2129,3,74,15710,0.9435,1
492,2,105,15129,0.7667,2
2165,3,74,4353,0.6924,2
12719,1,101,170,0.8824,1
2626,4,144,8255,0.8424,1
9616,5,53,4458,0.865,1
6631,6,27,22379,0.6838,2
4221,5,1,7116,0.4966,3
6283,5,80,29208,0.542,3
9904,5,96,4531,0.7853,2
3404,4,144,6985,0.2342,3
6078,5,95,24798,0.6684,2
2163,3,136,8438,0.7744,2
460,2,176,12556,0.8633,1
11367,5,147,1854,0.8749,1
12138,2,30,1503,0.7385,2
7225,7,118,2426,0.8392,1
4588,5,79,1041,0.8434,1
11662,1,104,1989,0.8326,1
5727,5,8,1694,0.6576,3
1260,2,155,35989,0.5742,3
4329,5,89,365,0.6301,3
2655,4,144,8112,0.8575,1
2666,4,158,14576,0.7342,2
9520,5,96,4549,0.7791,2
9053,5,115,6998,0.8051,2
5351,5,166,28376,0.4853,3
8682,5,53,4544,0.7148,2
9875,5,60,6313,0.3696,3
5891,5,14,4089,0.7383,2
10412,1,178,6681,0.8698,1
10114,4,67,5635,0.8632,1
13398,5,73,880,0.8239,2
12091,2,137,1491,0.8048,2
9648,5,1,4666,0.3712,3
8345,5,73,4396,0.664,2
5424,5,133,13261,0.5928,3
5107,5,8,1224,0.8317,1
703,2,138,15040,0.8137,2
6008,5,173,7171,0.7412,2
6613,6,53,16370,0.8036,2
7998,5,96,4619,0.8814,1
9353,5,73,4730,0.5201,3
10724,4,3,5708,0.8532,1
1924,3,157,10798,0.6001,3
5108,5,8,2315,0.6376,3
8308,5,73,5468,0.6267,3
3036,4,103,7226,0.9016,1
2504,3,157,6124,0.604,3
4299,5,152,12043,0.653,3
10460,1,36,8251,0.7997,2
9585,5,73,4638,0.5563,3
8493,5,72,8527,0.6318,3
11792,4,12,883,0.4315,3
1350,2,176,14058,0.7179,2
3680,5,55,4753,0.6356,3
3310,4,183,16905,0.9016,1
12506,4,103,235,0.6894,2
4782,5,72,13466,0.5753,3
5384,5,109,1096,0.5748,3
695,2,137,41519,0.6511,3
1152,2,141,12694,0.654,3
7124,7,18,3856,0.6678,2
7952,1,111,7031,0.9782,1
6719,6,53,14013,0.2689,3
2282,3,136,7144,0.867,1
10322,6,1,4985,0.8738,1
4267,5,1,7242,0.4727,3
4589,5,79,6005,0.6976,2
434,2,141,28201,0.6511,3
5321,5,79,4810,0.7418,2
12533,4,144,234,0.9145,1
2291,3,136,92,0.75,2
4899,5,8,1850,0.7254,2
5633,5,73,4250,0.5089,3
11271,5,53,1521,0.5562,3
6700,6,53,10596,0.6744,2
12238,2,155,1502,0.7723,2
8221,5,8,1188,0.8258,2
450,2,90,6705,0.9026,1
5873,5,89,3945,0.8297,2
1181,2,17,26693,0.6847,2
4600,5,79,1844,0.8064,2
3527,4,144,5467,0.5019,3
10066,6,53,6790,0.9306,1
1087,2,90,25283,0.4946,3
3462,4,103,4741,0.5182,3
201,2,114,5783,0.787,2
135,1,40,10903,0.9229,1
7286,7,97,1762,0.643,3
1997,3,74,6112,0.5404,3
7082,7,97,2132,0.6276,3
12997,3,136,126,0.8095,2
11709,5,53,552,0.6558,3
11789,4,103,465,0.9441,1
12619,1,9,170,0.8294,2
4810,5,79,3110,0.7209,2
2966,4,12,5280,0.8379,1
13328,5,109,916,0.5022,3
13083,4,12,116,0.7155,2
3418,4,67,4384,0.5338,3
13296,5,1,924,0.5541,3
5642,5,96,6113,0.6072,3
13373,5,116,845,0.8497,1
12064,2,71,1529,0.6815,2
2631,4,144,7136,0.9666,1
6445,5,174,23110,0.5981,3
1448,3,74,3733,0.7182,2
516,2,30,816,0.5355,3
5503,5,14,4732,0.8111,2
9083,5,115,15906,0.5298,3
3920,5,96,5422,0.7584,2
12739,1,5,143,0.9231,1
1201,2,176,6885,0.8235,2
6876,6,1,32809,0.3516,3
7760,7,76,1843,0.8394,1
12073,2,141,1512,0.7017,2
4277,5,96,5712,0.7733,2
1751,3,136,14517,0.7974,2
13432,5,73,832,0.5361,3
9889,5,1,4441,0.7055,2
4342,5,14,3113,0.7751,2
11556,7,18,1251,0.733,2
8204,5,8,155,0.4645,3
9758,5,96,4575,0.6317,3
1516,3,157,489,0.6646,2
5608,5,72,7819,0.6364,3
421,2,176,42443,0.553,3
3100,4,169,5957,0.9295,1
8630,5,124,8411,0.7476,2
6130,5,64,22253,0.4643,3
4631,5,79,7298,0.6896,2
1079,2,114,6872,0.9091,1
8208,5,8,1987,0.6955,2
7828,7,118,1888,0.6012,3
10401,1,178,6236,0.851,1
6106,5,58,39848,0.647,3
5093,5,8,1364,0.6789,2
1942,3,82,6936,0.5793,3
10449,1,9,5809,0.9007,1
11112,6,72,5418,0.7458,2
6085,5,53,5617,0.5802,3
192,1,104,7318,0.9434,1
2577,4,103,11506,0.8326,1
13506,5,173,852,0.9296,1
10047,6,177,7830,0.6521,3
3801,5,8,1845,0.8005,2
12182,2,140,1475,0.9614,1
6013,5,147,19157,0.7462,2
9482,5,115,6185,0.8034,2
6917,6,55,18096,0.6139,3
9259,5,31,61825,0.4488,3
3632,5,95,29492,0.7316,2
8747,5,55,4394,0.9531,1
8189,5,55,4455,0.6319,3
10795,6,27,4031,0.4076,3
7485,7,97,9420,0.697,2
11374,5,181,3197,0.6265,3
4764,5,96,17345,0.5267,3
11450,5,166,3753,0.5865,3
9087,5,115,9980,0.7395,2
5816,5,8,60,0.7667,2
8063,7,97,3977,0.8798,1
6570,6,79,17034,0.5128,3
11103,6,25,1148,0.9382,1
11747,3,82,1424,0.6643,2
9928,5,53,4372,0.9435,1
4720,5,116,10343,0.7106,2
8397,5,58,10017,0.5069,3
7166,7,153,1395,0.8201,2
2653,4,144,8112,0.7891,2
4451,5,175,33722,0.5114,3
10274,6,147,8732,0.8565,1
1093,2,114,10957,0.6712,2
13268,5,1,918,0.598,3
7813,7,153,1757,0.8429,1
10138,6,8,8976,0.4801,3
1843,3,82,3969,0.8692,1
7850,7,145,20,1,1
11056,6,73,2394,0.5518,3
3184,4,67,4319,0.6733,2
4770,5,72,8908,0.5945,3
12425,3,136,281,0.5907,3
1190,2,17,1776,0.7218,2
11322,5,173,1427,0.8914,1
8666,5,1,4633,0.4377,3
4666,5,116,7493,0.874,1
13098,4,144,109,0.8716,1
7094,7,97,13621,0.8667,1
11531,5,177,5806,0.7447,2
11574,7,37,578,0.955,1
5699,5,96,4552,0.6645,2
1207,2,2,24691,0.572,3
910,2,20,16446,0.5375,3
2007,3,136,16102,0.639,3
534,2,155,786,0.5038,3
5054,5,8,3589,0.6414,3
7730,7,118,5861,0.7871,2
10167,6,27,4961,0.8416,1
8860,5,1,4561,0.6181,3
6248,5,134,12654,0.6148,3
13161,4,103,107,0.6916,2
10396,1,164,6150,0.9205,1
2099,3,74,3880,0.9129,1
316,2,30,14775,0.9063,1
8574,5,8,4572,0.5138,3
7447,7,19,1381,0.7625,2
11811,4,171,980,0.8051,2
4692,5,4,18798,0.6535,3
6373,5,1,5983,0.5501,3
13076,4,59,108,0.9167,1
79,1,36,7051,0.9136,1
10048,6,27,7830,0.5948,3
11032,6,27,6215,0.683,2
5115,5,8,1381,0.8573,1
4129,5,181,23035,0.6058,3
9228,5,134,5455,0.4917,3
11233,5,45,1870,0.8861,1
9670,5,96,4902,0.451,3
7434,7,76,5805,0.5366,3
10480,1,5,5703,0.9621,1
11045,6,27,4360,0.8193,2
9618,5,53,4519,0.6302,3
4869,5,8,43,0.9767,1
1362,2,90,16622,0.6067,3
4577,5,79,1126,0.8073,2
11783,2,155,1463,0.7102,2
8318,5,1,4772,0.5025,3
10031,6,73,8047,0.3,3
9430,5,1,5602,0.5139,3
2298,3,82,5353,0.8083,2
2053,3,157,9463,0.7211,2
1196,2,137,10203,0.7352,2
10297,6,8,4404,0.7107,2
1741,3,82,6277,0.8601,1
5508,5,66,26394,0.339,3
6190,5,8,1715,0.7656,2
13410,5,8,903,0.423,3
6303,5,73,4546,0.5935,3
3433,4,144,4344,0.8649,1
7722,7,118,3416,0.7345,2
11964,2,90,1454,0.9546,1
5970,5,60,11075,0.4273,3
6196,5,8,4228,0.3545,3
6558,6,8,4741,0.8663,1
8167,5,73,4420,0.6059,3
10158,6,27,6680,0.3913,3
2571,4,103,9203,0.7536,2
6880,6,73,107081,0.2703,3
13368,5,4,907,0.8302,1
2956,4,12,5095,0.4506,3
7900,1,93,180858,0.8262,2
13289,5,116,884,0.8631,1
5630,5,53,6443,0.6896,2
702,2,138,18668,0.6873,2
12186,2,155,1506,0.8758,1
1560,3,161,9118,0.7601,2
10830,6,55,5160,0.5176,3
4925,5,8,2675,0.5858,3
8963,5,73,5026,0.2292,3
1597,3,82,8134,0.4105,3
8336,5,53,4633,0.6862,2
3341,4,171,6553,0.7233,2
10519,1,9,6257,0.7729,2
230,2,176,10221,0.8376,1
404,2,138,13999,0.6922,2
12551,4,67,227,0.7841,2
5000,5,26,23606,0.4698,3
1408,3,157,16285,0.7379,2
7600,7,76,1557,0.7688,2
6179,5,1,5881,0.5822,3
3003,4,67,5798,0.7335,2
7573,7,39,1942,0.7415,2
1754,3,74,19200,0.9168,1
3248,4,67,4147,0.8167,2
11419,5,174,4059,0.661,2
11299,5,166,6586,0.4135,3
12442,4,171,218,0.5413,3
8726,5,45,12897,0.3219,3
3648,5,55,2836,0.7193,2
8390,5,60,5575,0.4447,3
11675,2,90,1473,0.6952,2
7516,7,76,10137,0.855,1
4235,5,73,3892,0.8561,1
3936,5,8,2025,0.7684,2
8123,7,97,2920,0.9223,1
808,2,71,13565,0.7399,2
7792,7,118,2638,0.9712,1
7423,7,39,13270,0.3791,3
1922,3,136,10800,0.8056,2
9799,5,73,4943,0.4287,3
2505,3,82,6125,0.6495,3
433,2,90,12032,0.643,3
7368,7,118,5893,0.6676,2
10867,6,116,3089,0.4901,3
9154,5,60,5541,0.5492,3
12132,2,141,1532,0.9582,1
11962,2,30,1551,0.9362,1
2759,4,150,5535,0.9424,1
9284,5,7,12889,0.6589,3
5865,5,89,3443,0.8766,1
10909,6,25,3423,0.7701,2
2515,3,106,4256,0.8379,1
6969,7,97,5433,0.6889,2
1000,2,155,7532,0.7245,2
12554,4,126,211,0.4787,3
12503,4,103,239,0.8117,2
7093,7,97,13621,0.7878,2
1793,3,74,5197,0.9051,1
8427,5,73,4654,0.4824,3
5469,5,91,5277,0.7521,2
8851,5,96,4569,0.6457,3
10604,1,51,5685,0.9384,1
3572,5,8,5,1,1
3867,5,73,5443,0.4883,3
380,2,90,7782,0.9433,1
3705,5,109,3259,0.8659,1
4741,5,8,18,1,1
8037,7,97,3067,0.9198,1
131,1,111,14252,0.8605,1
992,2,138,10381,0.9175,1
12730,1,111,161,0.9752,1
10459,1,94,7857,0.644,3
3939,5,96,5556,0.7786,2
4933,5,8,2147,0.6255,3
10284,6,73,5113,0.892,1
5795,5,91,3793,0.6731,2
3811,5,8,1983,0.6309,3
10790,6,27,2463,0.5469,3
7795,7,145,5795,0.6759,2
13197,3,136,145,0.7724,2
1988,3,74,8215,0.6856,2
2554,4,12,4790,0.8839,1
4410,5,168,11262,0.7633,2
4604,5,79,8327,0.7004,2
9509,5,1,4962,0.6864,2
1700,3,74,8020,0.8495,1
11808,4,67,722,0.5263,3
372,2,30,33383,0.8665,1
10618,1,5,5645,0.9725,1
11215,5,53,1154,0.9844,1
11742,3,74,1337,0.8123,2
2882,4,144,5490,0.7559,2
4670,5,173,3194,0.7855,2
981,2,176,40441,0.2324,3
3106,4,126,6803,0.3904,3
6073,5,72,15477,0.6352,3
4131,5,52,12326,0.8028,2
3754,5,152,11357,0.738,2
809,2,137,25280,0.7323,2
3363,4,103,172573,0.2807,3
5170,5,173,6096,0.5766,3
8348,5,73,4706,0.4182,3
5958,5,133,12417,0.4598,3
11679,7,18,1880,0.859,1
10025,6,1,5414,0.737,2
4316,5,14,322,0.6957,2
1458,3,136,15550,0.9423,1
5520,5,14,1770,0.8328,1
273,2,114,5067,0.7588,2
11104,6,53,1148,0.7683,2
3663,5,55,122,0.7377,2
7446,7,118,1381,0.8581,1
10369,6,53,5783,0.8771,1
13330,5,96,935,0.7433,2
2555,4,12,4790,0.5572,3
11961,2,2,1574,0.6321,3
6077,5,73,5859,0.7687,2
11262,5,14,1526,0.7982,2
1721,3,74,7429,0.8382,1
12491,4,59,241,0.8755,1
9085,5,115,8318,0.7394,2
10964,6,79,3358,0.3103,3
9957,5,1,4575,0.772,2
8722,5,170,8874,0.5781,3
984,2,17,32374,0.6485,3
12959,3,74,122,0.9098,1
11307,5,181,613,0.7113,2
10582,1,9,6077,0.8733,1
1131,2,20,24978,0.5916,3
4141,5,49,39143,0.6277,3
990,2,114,8184,0.7149,2
9042,5,54,8277,0.6971,2
12765,1,101,157,0.9745,1
13238,3,106,124,0.75,2
6101,5,64,19510,0.515,3
12835,1,36,159,0.7987,2
10622,1,51,7428,0.7264,2
11657,7,39,560,0.8286,2
4255,5,89,4372,0.6642,2
4390,5,14,7187,0.5726,3
1169,2,2,13550,0.7847,2
9746,5,1,4614,0.5507,3
6945,7,145,2595,0.5241,3
2980,4,171,6636,0.8891,1
3575,5,8,4292,0.3758,3
8959,5,73,4922,0.6008,3
10611,1,101,5763,0.9367,1
2586,4,144,13560,0.2437,3
8530,5,24,8674,0.7224,2
11529,5,8,1197,0.9131,1
8362,5,73,4631,0.6165,3
1146,2,140,9917,0.8068,2
