content_id,part,tag_lecture,qstats_count,qstats_answered_correctly,difficulty
6831,6,1.0,15977,0.5509,3
10168,6,27.0,4836,0.8486,1
10811,6,53.0,3423,0.8358,1
10313,6,181.0,4880,0.8486,1
10327,6,53.0,6265,0.6453,3
10293,6,73.0,5357,0.7543,2
10973,6,27.0,3085,0.6593,3
10858,6,168.0,5396,0.8293,2
8077,7,118.0,6684,0.8297,2
7178,7,76.0,4854,0.7056,2
7177,7,18.0,3921,0.6327,3
6950,7,97.0,2880,0.5406,3
6967,7,145.0,5433,0.6181,3
7401,7,39.0,16938,0.569,3
7148,7,97.0,11880,0.5634,3
7061,7,118.0,1863,0.8347,1
7460,7,118.0,6503,0.915,1
7251,7,118.0,1146,0.9206,1
7199,7,97.0,67,0.8806,1
7248,7,76.0,1146,0.8813,1
7370,7,97.0,5892,0.4913,3
11552,7,118.0,1251,0.6914,2
6980,7,118.0,13548,0.9161,1
7455,7,19.0,2002,0.8696,1
8068,7,145.0,4805,0.5952,3
7533,7,118.0,725,0.7297,2
8141,7,118.0,7333,0.8921,1
7384,7,97.0,2511,0.8491,1
7294,7,19.0,3533,0.5086,3
7701,7,97.0,5668,0.3169,3
7482,7,118.0,4873,0.3583,3
7474,7,118.0,140,0.6857,2
7010,7,118.0,8600,0.6699,2
7268,7,97.0,10212,0.828,2
7018,7,19.0,2741,0.5432,3
7167,7,18.0,1394,0.8852,1
7058,7,18.0,1135,0.9515,1
11631,7,76.0,291,0.9553,1
10503,1,99.0,7358,0.7982,2
10406,1,5.0,5589,0.9705,1
10636,1,9.0,6044,0.8375,1
12808,1,130.0,158,0.8987,1
10596,1,187.0,6755,0.7984,2
10544,1,93.0,5739,0.9171,1
10488,1,70.0,9855,0.7542,2
156,1,101.0,22493,0.9319,1
10468,1,130.0,6018,0.9322,1
12729,1,51.0,161,0.9317,1
12620,1,178.0,169,0.9467,1
10656,1,9.0,5936,0.8240000000000001,2
6,1,94.0,56707,0.4745,3
10668,1,9.0,6314,0.8049,2
10509,1,93.0,7322,0.8055,2
12803,1,104.0,179,0.9944,1
7880,1,149.0,12886,0.9059,1
10677,1,9.0,6391,0.8803,1
10438,1,101.0,7681,0.7345,2
70,1,51.0,6537,0.9674,1
12691,1,9.0,166,0.6747,2
12694,1,164.0,168,0.7976,2
12691,1,9.0,166,0.6747,2
10641,1,40.0,6132,0.9568,1
12859,1,187.0,175,0.9029,1
10406,1,5.0,5589,0.9705,1
12806,1,149.0,140,1.0,1
99,1,187.0,8506,0.9502,1
10504,1,5.0,5705,0.976,1
10546,1,9.0,5928,0.8615,1
975,2,90.0,11452,0.6259,3
647,2,137.0,13274,0.7304,2
12011,2,90.0,1490,0.8148,2
865,2,137.0,11448,0.6419,3
12022,2,176.0,1473,0.9097,1
1078,2,137.0,15950,0.8929,1
527,2,114.0,9745,0.7462,2
1301,2,155.0,7283,0.6096,3
764,2,90.0,128,0.8594,1
12072,2,141.0,1508,0.9642,1
351,2,30.0,534,0.8071,2
510,2,148.0,16090,0.6408,3
206,2,176.0,2210,0.3774,3
11771,2,148.0,1473,0.6585,3
1219,2,155.0,8501,0.8631,1
987,2,90.0,7167,0.7387,2
1331,2,90.0,9006,0.675,2
12085,2,138.0,1474,0.7809,2
664,2,140.0,5702,0.9088,1
276,2,90.0,8216,0.7231,2
476,2,137.0,13051,0.7787,2
698,2,2.0,16650,0.6542,3
261,2,137.0,10432,0.7501,2
720,2,155.0,15173,0.6156,3
12192,2,140.0,1500,0.8727,1
995,2,141.0,16899,0.6656,2
1360,2,30.0,18120,0.5642,3
11892,2,105.0,1509,0.8708,1
12161,2,30.0,1582,0.4564,3
220,2,148.0,16431,0.6461,3
2528,3,136.0,4969,0.7666,2
1498,3,82.0,230,0.6435,3
12991,3,136.0,138,0.7754,2
1570,3,136.0,533,0.7129,2
12335,3,161.0,294,0.5068,3
2265,3,113.0,10231,0.5294,3
2416,3,106.0,7577,0.6183,3
2374,3,106.0,7033,0.8872,1
1464,3,74.0,3979,0.6931,2
1806,3,136.0,5522,0.7735,2
13015,3,136.0,129,0.8682,1
12410,3,136.0,266,0.6617,2
1550,3,74.0,5277,0.9202,1
1524,3,82.0,16304,0.9112,1
2011,3,82.0,302,0.9205,1
1430,3,136.0,4833,0.897,1
1650,3,136.0,5088,0.5865,3
1789,3,157.0,9345,0.8759,1
2019,3,82.0,81,0.8272,2
2345,3,136.0,4859,0.8743,1
1750,3,136.0,16708,0.8962,1
12299,3,82.0,274,0.865,1
1555,3,82.0,6445,0.5324,3
2280,3,113.0,7322,0.8552,1
2445,3,157.0,7069,0.7929999999999999,2
12418,3,113.0,276,0.7391,2
1808,3,106.0,5974,0.8498,1
2094,3,74.0,16586,0.6458,3
1688,3,74.0,4216,0.5804,3
2249,3,136.0,14578,0.7378,2
2815,4,103.0,10383,0.8244,2
3498,4,67.0,4680,0.6526,3
3269,4,12.0,6840,0.6133,3
3330,4,67.0,5672,0.8554,1
13167,4,12.0,84,0.9524,1
3389,4,103.0,3606,0.8211,2
3134,4,103.0,7740,0.7731,2
2652,4,144.0,3823,0.6571,3
10738,4,3.0,729,0.358,3
3151,4,144.0,6825,0.7637,2
10135,4,12.0,5673,0.9038,1
2843,4,103.0,83,0.5783,3
3263,4,150.0,16201,0.4429,3
2750,4,126.0,12680,0.7483,2
10705,4,3.0,5770,0.8024,2
2893,4,67.0,5651,0.3608,3
12480,4,103.0,234,0.9615,1
12512,4,12.0,222,0.7027,2
2609,4,12.0,3791,0.8343,1
3506,4,67.0,6997,0.6023,3
2925,4,171.0,256,0.5820000000000001,3
11805,4,12.0,830,0.6096,3
2663,4,144.0,4668,0.8541,1
2753,4,169.0,248,0.4839,3
13175,4,169.0,89,0.9663,1
13073,4,67.0,99,0.9697,1
13156,4,12.0,124,0.7016,2
3314,4,144.0,5318,0.5760000000000001,3
3289,4,169.0,19403,0.3447,3
2723,4,83.0,14394,0.9134,1
11439,5,96.0,1420,0.5817,3
13277,5,14.0,913,0.7667,2
8916,5,73.0,4435,0.8936,1
4084,5,73.0,4594,0.5995,3
8454,5,48.0,21245,0.3904,3
11212,5,73.0,724,0.4075,3
9777,5,96.0,4509,0.6911,2
3661,5,55.0,3426,0.6996,2
5792,5,173.0,2671,0.8656,1
4738,5,79.0,2976,0.6569,3
5776,5,89.0,5405,0.6581,3
9496,5,112.0,11109,0.6007,3
8599,5,53.0,5522,0.5147,3
6282,5,89.0,3525,0.7654,2
5175,5,48.0,18416,0.5386,3
3960,5,91.0,3558,0.7178,2
11192,5,166.0,2382,0.7464,2
3561,5,8.0,1582,0.5973,3
9535,5,53.0,5221,0.4683,3
5543,5,73.0,4062,0.7607,2
4100,5,78.0,26271,0.7,2
3622,5,73.0,5270,0.9047,1
5518,5,66.0,11640,0.7801,2
8444,5,1.0,4695,0.6377,3
5777,5,14.0,2109,0.871,1
4900,5,8.0,1534,0.6786,2
9243,5,47.0,6656,0.6394,3
11288,5,109.0,4731,0.3126,3
5398,5,60.0,7067,0.5445,3
5951,5,109.0,2811,0.8243,2
11621,6,27.0,900,0.82,2
6901,6,7.0,17458,0.8133,2
10783,6,73.0,2296,0.8314,1
10034,6,47.0,6405,0.544,3
11144,6,27.0,2562,0.6249,3
10848,6,1.0,2994,0.8804,1
6602,6,8.0,13828,0.4992,3
10758,6,159.0,3665,0.3307,3
11073,6,14.0,2285,0.7929999999999999,2
6611,6,44.0,25404,0.488,3
10907,6,27.0,3423,0.9083,1
10756,6,79.0,3665,0.6254,3
11048,6,53.0,1087,0.5253,3
6641,6,53.0,11444,0.4259,3
10334,6,173.0,5122,0.6388,3
10373,6,47.0,5336,0.7337,2
10247,6,173.0,4954,0.7089,2
6723,6,179.0,8656,0.8842,1
6735,6,53.0,13442,0.7314,2
11052,6,14.0,2366,0.7181,2
10948,6,53.0,3036,0.2796,3
10214,6,55.0,5211,0.8916,1
11038,6,1.0,4242,0.5071,3
6869,6,8.0,30411,0.5331,3
10821,6,8.0,3163,0.7208,2
10320,6,73.0,4985,0.5966,3
6698,6,147.0,10591,0.8279,2
10321,6,147.0,4985,0.4917,3
6501,6,27.0,4492,0.8615,1
11106,6,27.0,1148,0.9390000000000001,1
7820,7,76.0,5842,0.3887,3
7653,7,118.0,966,0.7785,2
8111,7,97.0,33,0.6364,3
7497,7,18.0,7280,0.7216,2
7565,7,118.0,2154,0.9234,1
7709,7,118.0,19238,0.9549,1
6950,7,97.0,2880,0.5406,3
7832,7,118.0,2088,0.7993,2
7579,7,39.0,7934,0.8756,1
8155,7,39.0,5802,0.9087,1
7454,7,18.0,2002,0.7338,2
6930,7,19.0,1034,0.4478,3
7039,7,97.0,845,0.8355,1
7459,7,19.0,3218,0.8661,1
7566,7,76.0,14,1.0,1
7826,7,118.0,2201,0.8959999999999999,1
7672,7,145.0,1055,0.5763,3
7219,7,19.0,160298,0.2714,3
7576,7,39.0,1861,0.6217,3
7690,7,18.0,4376,0.6785,2
7336,7,76.0,3151,0.9245,1
7284,7,118.0,1762,0.8173,2
7477,7,118.0,235,0.6894,2
7123,7,153.0,3856,0.6691,2
7665,7,97.0,5445,0.222,3
7017,7,39.0,2741,0.5381,3
7085,7,97.0,6328,0.5569,3
7556,7,97.0,3818,0.6205,3
7733,7,39.0,5861,0.6787,2
7650,7,118.0,1859,0.8677,1
12688,1,164.0,160,0.6188,3
10430,1,9.0,5816,0.9221,1
12750,1,99.0,181,0.8564,1
12762,1,40.0,148,0.9797,1
7951,1,164.0,19883,0.6229,3
7920,1,9.0,22067,0.6769,2
10624,1,164.0,6193,0.8929,1
12932,1,187.0,157,0.9554,1
10543,1,149.0,8597,0.7831,2
7974,1,61.0,29899,0.7099,2
12614,1,70.0,153,0.7712,2
136,1,93.0,7522,0.8688,1
10502,1,9.0,5755,0.9699,1
12770,1,51.0,174,0.523,3
4,1,5.0,31736,0.6132,3
10487,1,99.0,8104,0.7667,2
12791,1,104.0,170,0.5824,3
12610,1,164.0,178,0.9326,1
16,1,99.0,5439,0.4256,3
12666,1,9.0,191,0.8534,1
7920,1,9.0,22067,0.6769,2
10457,1,51.0,14898,0.3358,3
7858,1,93.0,11965,0.8713,1
81,1,5.0,5089,0.8336,1
10647,1,94.0,6524,0.8685,1
12696,1,70.0,166,0.4458,3
10418,1,164.0,10497,0.5962,3
12727,1,111.0,168,0.8155,2
32,1,104.0,8820,0.8627,1
10549,1,9.0,5705,0.9521,1
994,2,2.0,19305,0.7447,2
11956,2,176.0,1546,0.5931,3
1341,2,148.0,13855,0.6255,3
321,2,90.0,10872,0.81,2
559,2,155.0,15970,0.696,2
1070,2,140.0,5902,0.7884,2
1025,2,20.0,12265,0.8077,2
276,2,90.0,8216,0.7231,2
1197,2,140.0,7322,0.7842,2
744,2,20.0,17538,0.8026,2
1366,2,148.0,11902,0.6739,2
1041,2,176.0,9399,0.8646,1
505,2,137.0,17825,0.6994,2
11981,2,176.0,1523,0.893,1
623,2,90.0,6863,0.738,2
321,2,90.0,10872,0.81,2
459,2,20.0,884,0.4683,3
1167,2,90.0,7683,0.8592,1
11763,2,20.0,1462,0.9329999999999999,1
1335,2,140.0,20111,0.7525,2
1004,2,138.0,11802,0.9267,1
696,2,155.0,166,0.8253,2
606,2,155.0,11933,0.7075,2
211,2,140.0,12682,0.8668,1
653,2,30.0,12076,0.8875,1
12270,2,140.0,1449,0.9337,1
1194,2,90.0,31188,0.5222,3
785,2,176.0,7244,0.8033,2
720,2,155.0,15173,0.6156,3
1118,2,155.0,18400,0.6753,2
2172,3,136.0,5993,0.857,1
12403,3,136.0,247,0.7368,2
11730,3,136.0,993,0.9557,1
1774,3,136.0,4923,0.7483,2
2405,3,82.0,315,0.7492,2
2454,3,82.0,3246,0.9436,1
1455,3,136.0,5661,0.7806,2
2249,3,136.0,14578,0.7378,2
1573,3,136.0,11044,0.5377,3
1630,3,157.0,12341,0.3492,3
11733,3,74.0,867,0.9769,1
2351,3,136.0,3849,0.7877,2
2353,3,74.0,8130,0.8692,1
2381,3,161.0,9046,0.9127,1
13211,3,136.0,121,0.6116,3
12395,3,113.0,264,0.8485,1
1531,3,136.0,8296,0.8889,1
1400,3,74.0,108,0.8796,1
1899,3,106.0,6659,0.6702,2
1620,3,161.0,10012,0.584,3
2297,3,82.0,5353,0.9692,1
2463,3,157.0,4903,0.9068,1
1519,3,157.0,16863,0.6587,3
12405,3,106.0,284,0.9155,1
1633,3,82.0,7340,0.721,2
12423,3,136.0,281,0.6975,2
2271,3,157.0,131,0.7176,2
11739,3,106.0,1141,0.7502,2
12296,3,136.0,261,0.8736,1
2055,3,136.0,3505,0.9175,1
3208,4,169.0,11053,0.708,2
12499,4,103.0,214,0.6822,2
11803,4,12.0,830,0.8747,1
12542,4,12.0,220,0.8864,1
2847,4,144.0,7336,0.8641,1
2930,4,12.0,6924,0.5539999999999999,3
13064,4,12.0,118,0.7458,2
3160,4,144.0,6270,0.7829,2
13037,4,67.0,107,0.9065,1
11803,4,12.0,830,0.8747,1
2930,4,12.0,6924,0.5539999999999999,3
3394,4,126.0,7023,0.5958,3
12575,4,103.0,211,0.8909999999999999,1
3427,4,144.0,5198,0.7786,2
13162,4,103.0,107,0.8411,1
3129,4,67.0,5044,0.8777,1
3387,4,103.0,3606,0.9387,1
3144,4,67.0,3509,0.5583,3
2949,4,12.0,9950,0.8982,1
2901,4,171.0,240,0.9292,1
13055,4,59.0,92,0.9783,1
2582,4,12.0,8411,0.2949,3
3511,4,158.0,798,0.7318,2
