content_id,qstats_count,qstats_answered_correctly,last_answer_is_correct
83,18521,0.7950434641758004,1
84,8368,0.8384321223709369,1
85,16369,0.7435396175697966,1
86,12253,0.7474904105117114,0
87,6212,0.9206374758531873,0
88,18800,0.5743617021276596,1
89,13773,0.9208596529441662,1
90,4911,0.9621258399511301,1
91,6046,0.8946410850148859,1
92,2778,0.7904967602591793,1
93,8164,0.9414502694757472,1
94,5684,0.9285714285714286,1
95,9590,0.7293013555787279,1
96,6441,0.7939760906691508,1
97,7311,0.8986458760771441,1
98,34217,0.7605283923196072,1
99,8506,0.9501528332941453,1
100,15386,0.35356817886390224,0
101,2546,0.8040062843676355,1
102,6998,0.8475278651043155,1
103,13383,0.6591945004856908,1
104,21446,0.8765270912990768,1
105,10263,0.7485140797037904,1
106,9385,0.8616941928609483,1
107,27557,0.6475305729941576,1
108,20200,0.8459405940594059,1
109,5283,0.9748249100889647,1
110,34792,0.6241089905725454,0
111,12231,0.852669446488431,1
112,7626,0.9537109887227905,1
113,9512,0.8983389402859546,1
114,21497,0.6672558961715588,1
115,5578,0.9786661885980639,1
116,2228,0.7917414721723519,1
117,7527,0.9341038926531154,1
118,11214,0.9054752987337257,1
119,9637,0.8811870914184913,1
120,20313,0.8435976960567124,1
121,11745,0.79514687100894,1
122,22504,0.6844116601493068,0
123,20241,0.788844424682575,0
124,12295,0.7483529890199268,0
125,8809,0.7673969803609945,0
126,14482,0.8576163513326889,1
127,8478,0.9078792167964143,1
128,19619,0.9668688516234263,1
129,9732,0.7687011919441019,1
130,33521,0.768294501953999,1
131,14252,0.8605108055009824,1
132,8159,0.8899374923397475,1
133,7128,0.867003367003367,1
134,36909,0.4280798721179116,0
135,10903,0.9228652664404292,1
136,7522,0.8687848976336081,1
137,978,0.9335378323108384,1
138,13040,0.8483128834355829,1
139,17277,0.8039011402442554,1
140,10702,0.8738553541394132,1
141,10243,0.8805037586644537,1
142,16773,0.7801824360579502,1
143,8883,0.8172914555893279,1
144,23238,0.7010930372665461,0
145,8922,0.8261600537995964,1
146,1747,0.7029192902117917,1
147,903,0.9601328903654485,1
148,11731,0.8297672832665587,1
149,29873,0.580189468751046,1
150,8977,0.7905759162303665,1
151,6636,0.9284207353827607,1
152,22422,0.8825706895013826,1
153,16607,0.7437225266453905,1
154,1160,0.8732758620689656,1
155,6632,0.8947527141133896,1
156,22493,0.9318899213088516,1
157,33138,0.5659967409016838,1
158,4842,0.9458901280462618,1
159,26419,0.61391422839623,1
160,5258,0.8813236972232789,1
161,12178,0.914353752668747,1
162,7246,0.8686171680927408,1
163,11246,0.955806508980971,1
164,16699,0.7305826696209354,0
165,27884,0.6512336823985081,1
166,9609,0.8731397648038297,1
167,6533,0.9514771161793969,1
168,10208,0.9268221003134797,1
169,7840,0.8195153061224489,1
170,15818,0.7267669743330383,0
171,23392,0.759233926128591,0
172,30430,0.46138678935261257,1
173,18278,0.7856439435386804,0
174,13628,0.8486204872321691,1
175,195861,0.35996957025645737,0
176,15411,0.5045097657517358,0
177,5262,0.9289243633599392,1
178,5729,0.9474602897538837,1
179,7193,0.8990685388572223,1
180,21438,0.6523929471032746,0
181,9120,0.7576754385964912,1
182,11760,0.8369047619047619,1
183,31057,0.7306887336188299,1
184,17054,0.8088425002931864,1
185,47047,0.6082215656683742,1
186,24753,0.6920777279521674,1
187,32884,0.8791509548716702,1
188,10124,0.8629000395100751,0
189,41095,0.38525368049641073,0
190,7337,0.9097723865340057,1
191,23939,0.7539997493629642,1
192,7318,0.9434271658923203,1
193,20259,0.8764993336294981,1
194,22464,0.6746349715099715,0
195,15114,0.8244673812359402,1
196,8680,0.9109447004608295,1
197,9232,0.7561741767764298,1
198,8170,0.7894736842105263,1
199,66866,0.4541321448867885,1
200,13983,0.7308875062575985,1
201,5783,0.7869617845408957,1
202,13369,0.652030817563019,1
203,9652,0.8243887277248239,1
204,34127,0.7421396548187652,0
205,8509,0.9115054648019744,1
206,2210,0.3773755656108597,1
207,7612,0.7972937467157121,0
208,19409,0.6026070379720748,1
209,14611,0.5432208609951407,0
210,1891,0.5367530407191962,0
211,12682,0.8668191137044631,1
212,12948,0.8008186592523941,1
213,19650,0.518117048346056,0
214,22340,0.8160698299015219,1
215,18057,0.8537409314947112,1
216,24242,0.7798448972857025,1
217,39639,0.6660612023512198,0
218,17899,0.57343985697525,1
219,13794,0.6585471944323619,0
220,16431,0.646095794534721,1
221,6026,0.8484898771988052,0
222,21024,0.8237252663622526,1
223,9351,0.7461234092610416,1
224,9766,0.8079049764489044,1
225,11731,0.7215071178927628,1
226,9774,0.9300184162062615,1
227,1054,0.579696394686907,1
228,6826,0.8275710518605333,1
229,11955,0.8183186951066499,1
230,10221,0.8375892769787692,1
231,11864,0.7521915037086986,1
232,12237,0.5800441284628586,1
233,216,0.8472222222222222,1
234,16222,0.7217975588706694,1
235,18866,0.49136011873211066,0
236,41764,0.6630351498898573,0
237,14213,0.7797790754942658,0
238,154,0.8116883116883117,1
239,18691,0.5133486704831203,1
240,19684,0.495884982727088,1
241,10179,0.7809215050594361,0
242,32492,0.7229164101932783,1
243,136,0.8823529411764706,0
244,23863,0.6623224238360642,0
245,11917,0.7621884702525803,1
246,6792,0.8696996466431095,1
247,9234,0.7053281351526965,1
248,16978,0.8237719401578514,1
249,14179,0.7843994639960505,1
250,16653,0.7148862066894853,0
251,10419,0.8613110663211441,1
252,8830,0.707361268403171,1
253,19651,0.5770698692178515,0
254,9236,0.672260718925942,1
255,19407,0.5868501056319885,0
256,257,0.8093385214007782,1
257,567,0.8042328042328042,1
258,36278,0.5734604994762666,1
259,16230,0.6550831792975971,1
260,17361,0.6653418581878924,1
261,10432,0.7500958588957055,1
262,23037,0.7507922038459869,1
263,10923,0.7192163325093839,1
264,10769,0.8281177453802582,1
265,11828,0.8432532972607373,0
266,11714,0.8193614478401913,1
267,9163,0.7641602095383608,0
268,11206,0.8208995181152954,1
269,13495,0.7493886624675806,1
270,27085,0.6569318811150083,0
271,955,0.4638743455497382,0
272,13960,0.805945558739255,1
273,5067,0.7588316558121176,1
274,11754,0.9144971924451251,1
275,15055,0.7600797077382929,1
276,8216,0.7231012658227848,1
277,28691,0.7158690878672754,0
278,15275,0.6544026186579378,1
279,56140,0.515211970074813,1
280,12759,0.8231052590328396,1
281,1446,0.4681881051175657,1
282,18194,0.6519731779707596,1
283,10754,0.8131857913334574,1
284,24787,0.5495622705450438,0
285,11519,0.5298202969007726,0
286,11974,0.8845832637380993,1
287,9823,0.6811564695103329,1
288,55822,0.6503708215398947,1
289,9049,0.8831915128743507,1
290,31284,0.6692558496355965,0
291,36724,0.763261082670733,1
292,1041,0.8414985590778098,1
293,15279,0.7629426009555599,1
294,130917,0.8698106433847399,1
295,15280,0.6801047120418848,1
296,24359,0.6253540785746541,1
297,12094,0.8530676368447164,1
298,12869,0.738985158131945,1
299,1092,0.6282051282051282,1
300,10084,0.8379611265370884,1
301,713,0.85273492286115,1
302,12763,0.5689884823317402,1
303,6270,0.7497607655502392,0
304,194,0.7577319587628866,1
305,12733,0.7801774915573706,1
306,18432,0.7406141493055556,1
307,25896,0.7185665739882607,1
308,11950,0.6410041841004184,1
309,14019,0.49397246593908267,0
310,241,0.5975103734439834,0
311,28189,0.6567455390400511,1
312,7087,0.889374911810357,1
313,8598,0.782856478250756,1
314,6498,0.953524161280394,1
315,8099,0.7387331769354242,1
316,14775,0.9062605752961083,1
317,9363,0.9331410872583573,1
318,5763,0.7568974492451848,1
319,17456,0.5730407882676444,0
320,12368,0.9023285899094438,1
321,10872,0.8099705665930832,1
322,17042,0.5603215585025232,0
323,5945,0.9337258200168208,1
324,21349,0.7345074710759286,1
325,21253,0.5118336234884487,0
326,14707,0.7529747739171823,1
327,11975,0.82580375782881,1
328,13337,0.7395966109319937,0
329,23451,0.6443222037439768,0
330,7611,0.8624359479700433,0
331,11778,0.6531669213788419,0
332,14838,0.8475535786494137,1
333,11677,0.8497045474008735,1
334,17390,0.7074180563542266,0
335,44284,0.6510929455333755,1
336,10681,0.8449583372343413,1
337,11797,0.8285157243366957,1
338,14110,0.7700921332388377,1
339,7959,0.8104033169996231,1
340,15133,0.7745324786889579,1
341,23793,0.8344471062917664,1
342,8156,0.9076753310446297,1
343,9142,0.8066068693940057,1
344,6806,0.8560094034675286,1
345,11586,0.8921974797168997,1
346,556,0.8507194244604317,1
347,145,0.7241379310344828,1
348,8041,0.7939311030966297,1
349,21212,0.8253818593249105,1
350,14811,0.7432313820808858,1
351,534,0.8071161048689138,1
352,12207,0.7665274023101499,1
353,1019,0.6565260058881256,1
354,14191,0.7811993517017828,1
355,26414,0.7128795335806769,1
356,7098,0.8825021132713441,1
357,17291,0.911630327916257,1
358,10471,0.8319167223760864,1
359,11859,0.7707226578969559,1
360,14194,0.7734958433140764,1
361,12549,0.8733763646505698,1
362,655,0.7572519083969466,1
363,1232,0.4991883116883117,1
364,495,0.802020202020202,1
365,21057,0.5377309208339269,1
366,8713,0.8716859864570182,1
367,16246,0.7651729656530838,1
368,19111,0.6169745172937052,0
369,22868,0.7613258702116494,1
370,12482,0.8463387277679859,1
371,23219,0.9387139842370472,1
372,33383,0.8665188868585807,0
373,8570,0.8204200700116686,1
374,13892,0.6203570400230348,0
375,10140,0.6579881656804734,1
376,25011,0.6852584862660429,0
377,12604,0.6455887019993652,0
378,13622,0.9218910585817061,1
379,24771,0.665253724112874,0
380,7782,0.9433307632999229,1
381,14831,0.6996830962173826,1
382,10401,0.8298240553792905,1
383,17806,0.5997978209592272,1
384,16664,0.9045847335573691,1
385,16647,0.8229711059049679,1
386,20329,0.5809926705691377,1
387,13692,0.8530528775927549,1
388,10857,0.7242332135949158,0
389,15073,0.7729051947190341,1
390,13329,0.8470252832170455,1
391,9391,0.7503993184964327,1
392,15891,0.7384053866968724,1
393,13719,0.7555215394708069,0
394,9670,0.9481902792140641,1
395,282,0.5851063829787234,1
396,33707,0.7339425045242828,1
397,15328,0.9414796450939458,1
398,15412,0.6312613547884766,1
399,23612,0.7600796205319329,1
400,13768,0.8536461359674608,1
401,14700,0.9231292517006803,1
402,26939,0.5259289505920784,0
403,27867,0.6083180823195895,1
404,13999,0.6921922994499607,1
405,59401,0.5892325045032912,1
406,484,0.5206611570247934,1
407,17719,0.62543032902534,1
408,7991,0.8583406332123639,1
409,12544,0.7665019132653061,1
410,12299,0.8278721847304659,1
411,10562,0.6475099412989964,1
412,29845,0.7529904506617524,1
413,12713,0.6112640604106033,1
414,21212,0.48604563454648314,0
415,11778,0.7739853965019527,1
416,10350,0.8493719806763285,1
417,7825,0.8305431309904153,1
418,12489,0.6842821683081112,0
419,15321,0.7900267606553097,1
420,24641,0.5947810559636378,1
421,42443,0.5530240557924746,0
422,25602,0.5012108429028982,1
423,28506,0.5858415772118151,1
424,17244,0.7251797726745535,0
425,7351,0.5249625901237926,0
426,21466,0.6126432497903661,1
427,13489,0.6172436800355845,1
428,171,0.7953216374269005,1
429,11593,0.711032519623911,0
430,13105,0.709042350247997,1
431,8738,0.8720531013962005,1
432,4862,0.7873303167420814,1
433,12032,0.6430352393617021,1
434,28201,0.6510762029715258,1
435,17993,0.8104262768854554,1
436,7740,0.8316537467700258,1
437,20400,0.6142647058823529,0
438,51717,0.7131117427538334,1
439,17896,0.6880308448815378,1
440,122,0.819672131147541,0
441,23351,0.7391974647766691,0
442,7738,0.8319979322822435,1
443,11666,0.8746785530601748,0
444,9623,0.7031071391457965,1
445,10255,0.7496830814236958,1
446,62690,0.5734407401499442,1
447,32772,0.6613267423410228,1
448,10348,0.9479126401236954,1
449,180,0.6444444444444445,1
450,6705,0.9026099925428784,1
451,10680,0.7021535580524345,0
452,6967,0.9311037749389981,1
453,5981,0.7771275706403612,1
454,24463,0.7429996320974533,1
455,18944,0.6795291385135135,1
456,13786,0.8689249963731321,1
457,15387,0.8386300123480861,0
458,11734,0.690813021987387,1
459,884,0.4683257918552036,0
460,12556,0.8632526282255495,1
461,14230,0.6665495432185523,1
462,15027,0.8219870899048379,0
463,202,0.7425742574257426,0
464,627,0.5869218500797448,1
465,12579,0.8127832101120915,1
466,23354,0.8428962918557849,1
467,10501,0.8107799257213598,1
468,11587,0.8994562872184344,1
469,11844,0.9053529213103682,1
470,9749,0.8617294081444251,1
471,9270,0.6837108953613807,0
472,7538,0.7874767842929159,1
473,6955,0.6603882099209202,1
474,16254,0.5979451212009351,1
475,11163,0.6420317119054018,1
476,13051,0.778714274768217,0
477,14720,0.6604619565217391,1
478,7621,0.9326859992127018,0
479,6627,0.7209898898445752,1
480,9174,0.7924569435360802,0
481,26866,0.9491178441152386,1
482,25952,0.6001464241676943,1
483,14375,0.7602086956521739,1
484,16606,0.7393713115741298,1
485,10844,0.8540206565842863,1
486,6871,0.9350895066220346,1
487,11196,0.7912647374062165,1
488,17605,0.6828741834706049,1
489,16089,0.7370252967866244,1
490,16000,0.792375,1
491,8609,0.892438146126147,1
492,15129,0.7667393747108203,1
493,13718,0.6142294795159644,0
494,13071,0.8462244663759467,1
495,8955,0.787604690117253,0
496,16859,0.7542558870632896,1
497,9432,0.7950593723494487,1
498,16298,0.6756043686341883,1
499,15216,0.7554547844374343,1
500,14065,0.47564877355136864,0
501,19256,0.7005089322808475,1
502,14602,0.6693603615943021,1
503,10280,0.7547665369649805,1
504,6541,0.8168475768231157,1
505,17825,0.6993548387096774,0
506,32231,0.7925599578045981,1
507,23203,0.6191871740723183,0
508,6629,0.7859405641876602,0
509,11602,0.7559903464919842,0
510,16090,0.6407706650093226,0
511,10243,0.9349799863321293,1
512,7295,0.7817683344756683,1
513,6665,0.8748687171792948,1
514,8073,0.7463148767496594,1
515,14635,0.8891014690809703,1
516,816,0.5355392156862745,1
517,6719,0.9053430570025301,1
518,15634,0.8364462069847768,1
519,7212,0.9179145867997781,0
520,9374,0.8074461275869426,1
521,7205,0.3975017349063151,0
522,16118,0.8723166645985855,1
523,7346,0.941873128233052,1
524,11458,0.6661721068249258,1
525,28375,0.5592599118942732,1
526,22292,0.650995872958909,0
527,9745,0.7462288353001539,1
528,10678,0.8157894736842105,1
529,10484,0.6962037390309043,1
530,12258,0.7795725240659162,1
531,9935,0.7182687468545546,1
532,658,0.7082066869300911,1
533,10436,0.8078765810655424,1
534,786,0.5038167938931297,0
535,11632,0.9357806052269602,0
536,12811,0.7444383732729686,1
537,6239,0.8913287385799006,1
538,44356,0.6126566868067455,0
539,10020,0.8079840319361278,0
540,15830,0.7541377132027796,0
541,28758,0.7617358648028375,1
542,12062,0.6468247388492787,1
543,11372,0.8428596552937039,1
544,24778,0.6723706513842925,0
545,14008,0.7534266133637921,1
546,17529,0.8844771521478693,1
547,146,0.8082191780821918,1
548,9834,0.8195037624567826,1
549,18717,0.6891061601752417,1
550,8965,0.7746793084216397,0
551,13632,0.7967282863849765,1
552,7926,0.7554882664647994,0
553,41345,0.6587979199419519,1
554,23314,0.6588744960109806,1
555,12444,0.7246865959498554,0
556,22467,0.6599456981350426,1
557,6621,0.8189095302824346,1
558,10453,0.7460059313115852,1
559,15970,0.6959924859110833,1
560,31645,0.6400379206825723,0
561,10369,0.735654354325393,1
562,10437,0.8356807511737089,1
563,101,0.8118811881188119,1
564,15781,0.6193523857803688,1
565,10748,0.7143654633420171,1
566,131,0.9389312977099237,1
567,6927,0.8940378230114047,0
568,22199,0.805036262894725,1
569,6702,0.7796180244703074,1
570,7539,0.7100411195118717,1
571,9721,0.7319205843020266,1
572,35815,0.7046768113918749,1
573,6559,0.7080347613965543,1
574,12739,0.7342805557736086,1
575,15532,0.775817666752511,1
576,13672,0.8261410181392628,0
577,9482,0.8189200590592702,1
578,8707,0.6441943264040427,0
579,13754,0.6211283990111968,1
580,18732,0.5794896433909886,0
581,9779,0.6598834236629513,1
582,32592,0.602540500736377,1
583,18768,0.655424126172208,1
584,13606,0.7454064383360283,1
585,10202,0.685159772593609,1
586,11521,0.6594045655759049,0
587,57415,0.30600017417051295,0
588,21797,0.5740239482497591,0
589,37529,0.5856271150310427,1
590,11246,0.7202560910545972,1
591,15075,0.7111111111111111,1
592,9031,0.7868453105968332,1
593,30185,0.4564187510352824,1
594,9695,0.8542547705002579,1
595,16520,0.7564164648910412,1
596,10020,0.8629740518962076,1
597,23166,0.8123974790641457,1
598,9492,0.8365992414664981,1
599,28195,0.7781166873559142,1
600,8208,0.902046783625731,1
601,5263,0.8098042941288238,1
602,6280,0.6794585987261147,1
603,9744,0.8078817733990148,1
604,13259,0.8075269628177087,0
605,11647,0.6746801751523998,1
606,11933,0.7075337299924579,1
607,11575,0.8683369330453564,1
608,14210,0.7942294159042927,1
609,11891,0.7263476578925238,1
610,5837,0.9100565358917252,1
611,16552,0.6765949734171097,1
612,9324,0.7048477048477049,1
613,9339,0.893457543634222,1
614,9531,0.7143007029692582,1
615,13222,0.7955679927393737,0
616,163,0.9325153374233128,1
617,13549,0.6584987821979482,1
618,6499,0.7764271426373288,1
619,8918,0.7156313074680422,1
620,22066,0.7214266292032991,1
621,13979,0.6722226196437513,1
622,19370,0.594011357769747,0
623,6863,0.738015445140609,1
624,9878,0.5824053452115813,1
625,25890,0.6565083043646196,1
626,5539,0.9546849611843293,1
627,10592,0.7787009063444109,1
628,19865,0.596375534860307,1
629,8939,0.8541223850542566,1
630,9182,0.6988673491614027,1
631,9406,0.8508398894322773,1
632,20867,0.7176402932860497,1
633,18395,0.6162000543625985,0
634,12992,0.7550800492610837,1
635,9101,0.8451818481485551,1
636,11856,0.7152496626180836,1
637,10537,0.782006263642403,1
638,59971,0.735538843774491,1
639,10641,0.739028286815149,1
640,16589,0.6378925794200977,1
641,10006,0.8941635018988607,1
642,15192,0.6788441284886783,0
643,15020,0.655792276964048,0
644,13076,0.7264453961456103,1
645,19062,0.5799496380232925,0
646,23340,0.803770351328192,1
647,13274,0.7303751695042942,1
648,5936,0.7196765498652291,1
649,13352,0.8380017974835231,1
650,11097,0.6499053798323872,0
651,37285,0.4752581467077913,0
652,5571,0.8206785137318255,1
653,12076,0.8875455448824114,1
654,23472,0.7882583503749148,1
655,10477,0.8971079507492603,1
656,13767,0.8399796615094065,1
657,9812,0.8548715858132898,1
658,9847,0.8936731999593784,1
659,12112,0.8861459709379128,1
660,44584,0.7348376099048987,1
661,15423,0.8458146923426052,1
662,13759,0.8302928991932553,1
663,11802,0.752330113540078,1
664,5702,0.9088039284461592,1
665,56920,0.30706254392129306,0
666,11979,0.7229317973119626,1
667,7123,0.8153867752351537,1
668,23995,0.5823713273598666,1
669,10142,0.8439163873003352,1
670,9506,0.8255838417841364,1
671,11131,0.6706495373281826,1
672,12476,0.7572138505931388,0
673,7260,0.9231404958677686,1
674,126,0.8888888888888888,1
675,20385,0.732205052734854,1
676,6783,0.8061329795075926,1
677,10307,0.7596778888134278,1
678,12501,0.8042556595472362,1
679,6615,0.8749811035525321,1
680,6097,0.8699360341151386,1
681,6991,0.9018738377914461,1
682,9870,0.8512664640324215,1
683,18851,0.7591109224974802,1
684,14990,0.8460973982655103,1
685,14217,0.7791376521066329,1
686,9444,0.6125582380347311,1
687,8360,0.825,0
688,13095,0.6399389079801451,1
689,7169,0.6851722694936532,1
690,14383,0.7193214211221581,1
691,27206,0.6969050944644564,0
692,9378,0.7404563872894008,1
693,11139,0.7167609300655355,1
694,11570,0.8304235090751945,1
695,41519,0.6510994966160071,1
696,166,0.8253012048192772,1
697,16558,0.6829931151105206,0
698,16650,0.6542342342342342,0
699,374,0.6176470588235294,0
700,11320,0.8114840989399293,1
701,223,0.7174887892376681,0
702,18668,0.6873259052924791,1
703,15040,0.8136968085106383,0
704,13609,0.5163494746123889,0
705,9098,0.7138931633326006,1
706,19041,0.7293209390263117,1
707,14685,0.7041879468845761,1
708,8946,0.9426559356136821,1
709,11643,0.7449969939019153,1
710,18106,0.7693029934828234,1
711,17988,0.8792528352234823,1
712,12703,0.7617098323230733,1
713,10965,0.8120383036935704,1
714,11415,0.760490582566798,0
715,6293,0.8636580327347847,1
716,10436,0.6650057493292449,0
717,11078,0.7206174399711139,0
718,9517,0.9567090469685825,1
719,10670,0.7057169634489222,1
720,15173,0.6155671258155935,1
721,54054,0.6713656713656714,0
722,9143,0.8610959203762442,1
723,22875,0.5106448087431694,0
724,24005,0.5323057696313268,1
725,27998,0.7423387384813201,0
726,8193,0.961064323202734,1
727,10497,0.8329999047346861,1
728,25482,0.7992308296052115,0
729,19705,0.7246891651865008,1
730,17603,0.6371641197523149,1
731,37046,0.4144577012363008,0
732,8407,0.6937076245985488,1
733,10896,0.815712187958884,0
734,20295,0.6556787386055679,0
735,13320,0.5142642642642643,0
736,15779,0.8392166803979973,1
737,11975,0.8261377870563674,1
738,65557,0.37192061869823206,0
739,25489,0.6902977755110048,0
740,17547,0.80902718413404,1
741,11686,0.6947629642307034,0
742,10750,0.9226046511627907,1
743,11306,0.6999823102777286,1
744,17538,0.8026000684228533,1
745,1161,0.719207579672696,0
746,5976,0.7592034805890228,1
747,14019,0.6451958056922747,1
748,32286,0.6346404014123769,1
749,23195,0.5638284112955378,1
750,21384,0.6693322109988776,1
751,14951,0.6830981205270551,0
752,9700,0.7184536082474227,1
753,20458,0.703538957864894,1
754,14497,0.6825550113816652,0
755,11434,0.6409830330592968,0
756,26269,0.5466900148463969,0
757,33054,0.5161251285774793,0
758,22084,0.7214725593189639,0
759,13112,0.7548810250152532,0
760,156,0.8846153846153846,0
761,21210,0.7377652050919378,0
762,61144,0.6452145754284967,1
763,34035,0.5946819450565595,0
764,128,0.859375,1
765,7473,0.8693964940452295,1
766,41224,0.6163885115466718,1
767,7115,0.6483485593815882,1
768,17615,0.8006812375816066,1
769,12189,0.8157354992206087,1
770,7423,0.784857874174862,1
771,12392,0.8571659134925759,1
772,25491,0.5248519085167314,0
773,45049,0.51712579635508,0
774,10483,0.7341409901745684,1
775,21951,0.6549587718099403,1
776,10312,0.6664080682699767,1
777,10634,0.853206695504984,0
778,173,0.7225433526011561,0
779,9946,0.7344661170319726,1
780,9720,0.8665637860082305,1
781,6812,0.715208455666471,0
782,7879,0.9158522655159285,1
783,24097,0.6482134705565008,0
784,8367,0.8709214772319828,1
785,7244,0.8032854776366648,1
786,24521,0.6733412177317402,1
787,30526,0.5809801480704972,1
788,7930,0.8733921815889029,1
789,11374,0.803059609636012,1
790,11232,0.7665598290598291,1
791,18073,0.6469318873457643,0
792,9945,0.9256913021618904,1
793,14658,0.8351071087460772,1
794,10220,0.8632093933463797,0
795,28883,0.6023266281203477,0
796,10152,0.7627068557919622,1
797,7858,0.9013743955204887,1
798,12786,0.7093696230251838,1
799,93,0.8709677419354839,1
800,6884,0.8627251597908193,1
801,10829,0.8805983932034352,1
802,31347,0.7373911379079338,1
803,306,0.6764705882352942,1
804,12121,0.9089184060721063,1
805,13749,0.8676267364899265,1
806,8087,0.8845059972795846,1
807,12499,0.63269061524922,0
808,13565,0.7399189089568743,1
809,25280,0.7322784810126582,1
810,8791,0.8202707314298715,1
811,8104,0.7664116485686081,1
812,7392,0.8377976190476191,1
813,12052,0.5908562894125456,0
814,12787,0.8780792992883397,1
815,11626,0.7081541372785137,0
816,2211,0.5355042966983266,1
817,31263,0.7504718037296485,1
818,14090,0.6711852377572747,0
819,13464,0.6377005347593583,1
820,193,0.7253886010362695,1
821,17041,0.5889912563816677,1
822,16461,0.754389162262317,0
823,11672,0.7416038382453736,1
824,65117,0.5795107268455242,1
825,14478,0.6378643459041304,1
826,10389,0.782365964000385,1
827,9373,0.8030513176144244,1
828,16596,0.7885032537960954,1
829,26816,0.6880593675417661,1
830,9077,0.7839594579706952,1
831,18420,0.6819218241042345,0
832,14393,0.807614812756201,1
833,7886,0.9050215571899569,1
834,62362,0.46186780411147815,1
835,13403,0.7623666343355965,1
836,11016,0.8910675381263616,1
837,11839,0.8739758425542697,1
838,4326,0.7961165048543689,1
839,9569,0.7919322813251124,1
840,7959,0.8519914562130921,1
841,12336,0.7177367055771725,1
842,5495,0.9301182893539581,1
843,565,0.8070796460176991,1
844,8940,0.8838926174496644,1
845,19914,0.6127347594657025,0
846,11042,0.7798406085854012,1
847,15564,0.6876766897969674,1
848,6951,0.8056394763343404,1
849,10103,0.8171830149460556,1
850,137,0.781021897810219,0
851,8488,0.6245287464655985,0
852,7983,0.7786546411123638,1
853,72597,0.4118627491494139,1
854,19319,0.5136394223303483,1
855,37746,0.5717427012133736,1
856,7714,0.7934923515685766,0
857,12281,0.7753440273593356,0
858,230,0.7347826086956522,1
859,1038,0.523121387283237,0
860,9911,0.7978004237715669,1
861,13011,0.8154638382906771,1
862,9318,0.7085211418759391,0
863,7564,0.8900052882072977,1
864,176,0.8238636363636364,1
865,11448,0.6419461914744934,1
866,17148,0.6396664334033123,0
867,8846,0.9347727786570201,0
868,15177,0.6548725044475193,1
869,10515,0.8737993342843556,1
870,13978,0.8066246959507798,1
871,245,0.7183673469387755,1
872,15961,0.5998997556544077,1
873,14843,0.6329582968402614,1
874,12863,0.6168078986239602,1
875,12881,0.8628988432575111,1
876,29739,0.5931604963179663,0
877,78426,0.49669752378037896,1
878,11539,0.8267614178005026,1
