,0
980,858277532
981,859903602
982,519907645
983,337780090
984,796025493
985,666282832
986,935257708
987,47082563
988,2052225026
989,975420161
990,1580313549
991,386764648
992,530714764
993,703432619
994,525132414
995,1952352877
996,2106863745
997,1466255981
998,525560626
999,540857889
1000,1501150337
1001,1731020767
1002,304920736
1003,1879726230
1004,1881229738
1005,1228183148
1006,1053959842
1007,1774033479
1008,635056822
1009,2098950267
1010,882907030
1011,386809064
1012,1392393788
1013,981696131
1014,30803152
1015,898259717
1016,1849903129
1017,5766705
1018,2069025711
1019,1342686017
1020,1125828638
1021,269395428
1022,484595478
1023,434282664
1024,617930506
1025,962579250
1026,1457692797
1027,882412536
1028,1140024905
1029,208058653
1030,1812746369
1031,1216759988
1032,1318631265
1033,706073784
1034,1243144540
1035,1173611055
1036,1509368676
1037,959471788
1038,1645275268
1039,1074246041
1040,1169346914
1041,526729281
1042,107328259
1043,741083541
1044,1613215434
1045,277246168
1046,52134554
1047,1649014338
1048,759314848
1049,1067496293
1050,455670816
1051,669901334
1052,560789514
1053,318648352
1054,1097809698
1055,336253176
1056,1059891144
1057,340345309
1058,1088768099
1059,146029545
1060,185556386
1061,1916579222
1062,190519709
1063,866351000
1064,2033065038
1065,797718413
1066,1442125056
1067,1860890562
1068,312413960
1069,1412379767
1070,413456807
1071,250476757
1072,792457122
1073,1687619457
1074,1603004524
1075,1577119957
1076,239924973
1077,248281326
1078,1626363159
1079,316765681
1080,18066275
1081,928692523
1082,109280073
1083,1668350138
1084,223654220
1085,179667180
1086,2102595285
1087,114038124
1088,199548949
1089,924186465
1090,697759512
1091,213800804
1092,1753782347
1093,1417962113
1094,598467478
1095,733326237
1096,424632174
1097,338031730
1098,1507986536
1099,475395004
1100,1422707732
1101,1159297503
1102,173353897
1103,1822068474
1104,983103371
1105,1907536238
1106,241910821
1107,895782758
1108,805017381
1109,531971434
1110,1852059075
1111,1538161836
1112,1134580747
1113,99122746
1114,810928441
1115,2053237454
1116,1115994460
1117,202247175
1118,1014460569
1119,324610238
1120,1924343367
1121,1108202086
1122,350287688
1123,1177179619
1124,77885838
1125,1400322533
1126,1361452656
1127,31932020
1128,1050271111
1129,1443974918
1130,2040110085
1131,1409898123
1132,753020768
1133,663788343
1134,672460169
1135,1298178734
1136,1331555393
1137,2060777256
1138,56199432
1139,283761312
1140,607019132
1141,1235368371
1142,1788305730
1143,1473335475
1144,1260674833
1145,907671701
1146,543602251
1147,1330029679
1148,1439700343
1149,1694394848
1150,543593441
1151,1901814877
1152,1537249567
1153,539676772
1154,1763742028
1155,2064969875
1156,1135961790
1157,1892964915
1158,1107514022
1159,1404910574
1160,1915517086
1161,414303552
1162,978056185
1163,1737291681
1164,1306971941
1165,187750172
1166,254343880
1167,411143045
1168,1331239441
1169,1277731809
1170,1050858181
1171,924406921
1172,1688786851
1173,1481946500
1174,454039634
1175,1886107079
1176,1032793899
1177,1248579813
1178,1371097868
1179,759951772
1180,1862779174
1181,711887092
1182,2120749625
1183,1216338763
1184,479653293
1185,423979018
1186,1586495169
1187,2143704701
1188,36818697
1189,631517586
1190,2094532119
1191,1820002078
1192,1917630036
1193,1982274520
1194,1730248063
1195,2025643407
1196,780876381
1197,2134593978
1198,1242228002
1199,1153557058
1200,557192080
1201,1143209908
1202,1172340585
1203,2069052776
1204,1341384256
1205,2053455470
1206,1681795649
1207,2131539136
1208,212861803
1209,941692768
1210,1343052354
1211,906913616
1212,1430759725
1213,771036468
1214,31218298
1215,820507012
1216,1993188316
1217,1605998399
1218,194779208
1219,1505410268
1220,1553763948
1221,232876376
1222,493003057
1223,181322473
1224,991444520
1225,1580575724
1226,611136960
1227,1154727790
1228,1072365566
1229,919878192
1230,1983176712
1231,2024931962
1232,952379456
1233,1803248662
1234,1443178654
1235,834360590
1236,791945355
1237,1781676439
1238,1316631698
1239,1541600349
1240,1327073294
1241,258892824
1242,1045286382
1243,1824112186
1244,1911725434
1245,477503026
1246,869866250
1247,800275019
1248,668377319
1249,761495309
1250,974762115
1251,1598108338
1252,802535332
1253,334123772
1254,2139891146
1255,1770087037
1256,2129817279
1257,958866697
1258,461864920
1259,127466763
1260,985172059
1261,26178491
1262,654403202
1263,754884592
1264,713228577
1265,606721833
1266,1562834991
1267,260487331
1268,2118201461
1269,1827463650
1270,669432048
1271,1512499529
1272,1343667217
1273,101015055
1274,1009906953
1275,743526091
1276,408287175
1277,1575915763
1278,113961536
1279,1150092987
1280,577411491
1281,2122357052
1282,86542986
1283,1793195831
1284,1191264276
1285,1925737946
1286,1366462307
1287,1412101671
1288,1735618299
1289,1535936590
1290,276179379
1291,942660849
1292,1940953010
1293,1490143214
1294,1143402600
1295,1391770170
1296,1978057508
1297,1224223014
1298,1369152934
1299,1640760812
1300,533176539
1301,200680183
1302,418882567
1303,1733827681
1304,1348369798
1305,1931091484
1306,155482742
1307,565503007
1308,1768637022
1309,1312651913
1310,192931764
1311,990672007
1312,993138412
1313,1024778045
1314,810306454
1315,267814135
1316,1988211983
1317,1758543749
1318,1428186690
1319,1981782197
1320,955135002
1321,1614520723
1322,6932476
1323,688483091
1324,476251848
1325,45783922
1326,933464787
1327,832762417
1328,1793661679
1329,296879983
1330,529860325
1331,343262764
1332,1847299833
1333,1262887386
1334,2381110
1335,1562236067
1336,847874849
1337,763710426
1338,1970095227
1339,1902414165
1340,981685431
1341,1255602642
1342,1296040241
1343,1960910806
1344,643094960
1345,1862511512
1346,1734541901
1347,1921303507
1348,32039247
1349,2092192214
1350,632649662
1351,2125953142
1352,1020330988
1353,1987330243
1354,1984716042
1355,598098977
1356,1370923300
1357,2096736450
1358,905848073
1359,810832125
1360,687113462
1361,1036267715
1362,999790688
1363,2097687185
1364,1549770735
1365,2145039135
1366,1559675997
1367,825986859
1368,1996763640
1369,727312263
1370,1580467382
1371,850200378
1372,1873890185
1373,450202602
1374,1715897794
1375,1348404337
1376,211272024
1377,1297614527
1378,345688917
1379,69838961
1380,305417813
1381,847163476
1382,1559143262
1383,140394614
1384,856240616
1385,1347427194
1386,1174908394
1387,1255676349
1388,1443761013
1389,250292175
1390,627586282
1391,1142114322
1392,227927926
1393,163574184
1394,2002186281
1395,261647006
1396,505806372
1397,1827109415
1398,1135709217
1399,1892051612
1400,1945402784
1401,352601289
1402,2068597365
1403,1898482637
1404,878777680
1405,892189248
1406,1283941617
1407,1729206605
1408,1250005846
1409,671785315
1410,110160109
1411,956582035
1412,283226474
1413,1969636682
1414,1657869055
1415,684147372
1416,1917234254
1417,1782852265
1418,1012914161
1419,1011173875
1420,1655894178
1421,412099785
1422,1495695940
1423,2025304290
1424,113305892
1425,507792947
1426,1595554843
1427,2072615338
1428,1921862568
1429,345782344
1430,1359478460
1431,754620925
1432,1372227835
1433,5256034
1434,295104472
1435,1193511224
1436,272663766
1437,213096648
1438,1717272763
1439,1925741709
1440,1403773575
1441,1084684016
1442,1166708942
1443,607331316
1444,785904555
1445,644355194
1446,963576835
1447,911704652
1448,313281338
1449,449442871
1450,1046521212
1451,654816494
1452,1085658218
1453,509143271
1454,990732440
1455,513340501
1456,1344683563
1457,690738961
1458,1004990200
1459,2027004248
1460,201036376
1461,1528159068
1462,1433821414
1463,1460855837
1464,1000449050
1465,2029446443
1466,1393914311
1467,1247997420
1468,266910733
1469,2026829392
1470,1938627683
1471,789043240
1472,363008223
1473,1010634232
1474,1571749323
1475,2102271832
1476,77031291
1477,1445408174
1478,496725972
1479,218789186
1480,953044776
1481,828997229
1482,1572648283
1483,122148836
1484,2087269731
1485,184032111
1486,1724256902
1487,281431627
1488,605380090
1489,1554854896
1490,1559312268
1491,1054249470
1492,340765010
1493,1613891957
1494,1509490524
1495,1960798302
1496,310890395
1497,793789845
1498,1846947988
1499,2021641626
1500,1710749337
1501,20120584
1502,846930679
1503,1264338301
1504,1768353068
1505,972620912
1506,1839935218
1507,588723860
1508,962228053
1509,2111393888
1510,1959991135
1511,1220447534
1512,1969641158
1513,1759175389
1514,1642057754
1515,1803811666
1516,1033654188
1517,433810284
1518,907089059
1519,1384735286
1520,1906737681
1521,569089469
1522,107237364
1523,1316603176
1524,502272772
1525,1302078712
1526,780916909
1527,1344990931
1528,1712081381
1529,1228678346
1530,2084477939
1531,246037013
1532,2027392324
1533,1099275986
1534,1829960107
1535,1509380120
1536,738084536
1537,290918115
1538,1898598384
1539,917374681
1540,1534731796
1541,984960480
1542,59053171
1543,1228413089
1544,94621460
1545,2144119140
1546,483006785
1547,493134332
1548,1691082738
1549,1074889475
1550,223381357
1551,1371437120
1552,1704940301
1553,553794696
1554,696128911
1555,1780609510
1556,1301662797
1557,589478227
1558,433396837
1559,704941348
1560,1546064137
1561,1852596467
1562,1972908242
1563,6324620
1564,1954480157
1565,1421395882
1566,882003736
1567,1050893444
1568,1198528130
1569,1106188182
1570,1214997620
1571,1093643620
1572,242151729
1573,967711846
1574,1777699197
1575,414297113
1576,303961717
1577,460680022
1578,2129955663
1579,852660649
1580,1582405413
1581,628562439
1582,760417817
1583,191040453
1584,1628405385
1585,948115108
1586,18733142
1587,940265462
1588,608109243
1589,245868713
1590,379574416
1591,1916437823
1592,1722993905
1593,1647851478
1594,2133682754
1595,1120214812
1596,278121508
1597,1663483142
1598,949505551
1599,1338671078
1600,1331428268
1601,1298144969
1602,1368148445
1603,1881400870
1604,1640837736
1605,115149814
1606,567177188
1607,1209249716
1608,2022933244
1609,306753890
1610,1531625832
1611,862329673
1612,1921845964
1613,1545457011
1614,572541119
1615,2011905626
1616,362492478
1617,278279883
1618,682135253
1619,344310615
1620,1448748436
1621,160797528
1622,2031716916
1623,127584799
1624,559265463
1625,554516674
1626,1882392341
1627,1861062585
1628,1235168593
1629,1767624762
1630,1781593096
1631,900774249
1632,666998551
1633,1991095332
1634,1955386659
1635,791552441
1636,1725266078
1637,410923421
1638,960984018
1639,726082076
1640,1129815526
1641,1744961219
1642,1386664332
1643,1838213461
1644,232926517
1645,176003583
1646,1538830228
1647,866209741
1648,1375280507
1649,1007764762
1650,1724482342
1651,88107363
1652,16452690
1653,1164858808
1654,1708864808
1655,461460729
1656,2145059952
1657,1541475852
1658,1345327743
1659,1430438958
1660,1830964530
1661,393615476
1662,1806119740
1663,1979272999
1664,240211987
1665,565267912
1666,1630343529
1667,823970314
1668,1048414040
1669,918061842
1670,2126551891
1671,1778193535
1672,1718678407
1673,1256773682
1674,1361488965
1675,394921715
1676,1592698882
1677,1894414181
1678,384635388
1679,1159668697
1680,2039897227
1681,1239057777
1682,304201636
1683,1374794681
1684,1476677379
1685,1318578739
1686,759752998
1687,551756692
1688,1985352536
1689,1215651931
1690,307218390
1691,817087799
1692,1456713777
1693,1021835477
1694,823575129
1695,458136568
1696,1872988365
1697,2136151042
1698,945200607
1699,616241316
1700,1636420320
1701,1801390163
1702,1112319019
1703,1434389596
1704,1805977341
1705,611837868
1706,210319699
1707,1829947658
1708,805634008
1709,805403499
1710,1054056518
1711,667914766
1712,218191250
1713,1439237549
1714,1762377536
1715,1835261625
1716,1317810003
1717,322722569
1718,1316639717
1719,1525040956
1720,596308302
1721,181193588
1722,985054438
1723,555829909
1724,1057530814
1725,1644190952
1726,967753778
1727,1645628469
1728,1194312675
1729,627558409
1730,1471075742
1731,69917949
1732,1747833951
1733,171529451
1734,42788144
1735,1019652941
1736,681457191
1737,1497823436
1738,2061929085
1739,989232382
1740,1936654645
1741,1130516473
1742,766993018
1743,898739728
1744,60298192
1745,1201572032
1746,1172793555
1747,245552760
1748,339484111
1749,191764213
1750,1250596801
1751,820478027
1752,200509319
1753,1495127464
1754,529508716
1755,406405764
1756,1665198946
1757,1509765277
1758,1600448826
1759,1842200585
1760,1516445975
1761,2066959755
1762,834379999
1763,1584014016
1764,921631778
1765,1248209409
1766,1012181613
1767,1214190248
1768,1619385006
1769,2140692639
1770,2015916267
1771,1307541003
1772,1443520536
1773,1426838042
1774,467915074
1775,276291064
1776,384928237
1777,843720007
1778,1771730921
1779,323614114
1780,940622167
1781,1085442491
1782,2062750070
1783,1462460994
1784,1732641248
1785,1066995669
1786,82500812
1787,1504426764
1788,1763494415
1789,266990667
1790,1363531420
1791,450985108
1792,1775684577
1793,1701688158
1794,2120465876
1795,1414134546
1796,1198091994
1797,947076026
1798,627218147
1799,2008671590
1800,351227515
1801,1501967282
1802,1765577822
1803,1568293110
1804,487980200
1805,1577713986
1806,923858964
1807,323663444
1808,1244953033
1809,941261180
1810,1367471272
1811,1293867889
1812,1903299523
1813,461384085
1814,941843823
1815,491741919
1816,782917933
1817,1934568365
1818,1528058467
1819,1136922841
1820,654990207
1821,577806894
1822,678337408
1823,1982686825
1824,1546603821
1825,1780200153
1826,208990331
1827,1418263046
1828,1872088780
1829,754315013
1830,1335635574
1831,2056992016
1832,1753406338
1833,1609171643
1834,830615960
1835,1050307675
1836,262751692
1837,1283679603
1838,292285749
1839,525103372
1840,1564122728
1841,1373794036
1842,1023605358
1843,2118269070
1844,907434095
1845,1874773990
1846,1676854820
1847,467649826
1848,1837448741
1849,1425328951
1850,1321937298
1851,1237955166
1852,74284517
1853,1676073386
1854,426555931
1855,625327891
1856,704599005
1857,1438193805
1858,215877820
1859,1160948807
1860,1967592750
1861,2058869515
1862,205472629
1863,1827603514
1864,258338855
1865,1601932363
1866,710966782
1867,1017546038
1868,1152148687
1869,1387016635
1870,1038761128
1871,231056614
1872,1998820047
1873,982121813
1874,1925443411
1875,1529099672
1876,980360835
1877,2102305158
1878,860302927
1879,43812044
1880,1871282928
1881,338102227
1882,493073732
1883,658537827
1884,1420141348
1885,1644976002
1886,1423144397
1887,1723430159
1888,1750876347
1889,1268355954
1890,193379510
1891,2068992687
1892,284204296
1893,2108376260
1894,1335232938
1895,31381743
1896,1844195558
1897,546017590
1898,1385623817
1899,225361243
1900,945488612
1901,2069047626
1902,1733326552
1903,1712206872
1904,1469918676
1905,866736961
1906,1565644625
1907,1089257678
1908,1469637012
1909,1090630796
1910,1690395774
1911,2144555928
1912,1738099484
1913,381163602
1914,252719586
1915,15954421
1916,1936629755
1917,1157733865
1918,509382675
1919,2011518750
1920,1899036472
1921,652817375
1922,853139339
1923,1847773421
1924,1641944791
1925,1851862690
1926,1257919681
1927,1157870700
1928,188679461
1929,2135262756
1930,504677668
1931,1857029366
1932,764950107
1933,879653661
1934,1818374965
1935,1919375965
1936,15388756
1937,1200021140
1938,1965468559
1939,1628481627
1940,1755621863
1941,1788782947
1942,2067901960
1943,1203425033
1944,873084348
1945,1975402321
1946,521830681
1947,297382190
1948,830072203
1949,1992548541
1950,1306916768
1951,1512063315
1952,294485801
1953,1203687151
1954,2065609939
1955,790260250
1956,1043457082
1957,1350403914
1958,720517038
1959,929030774
1960,2147379374
1961,1722025778
1962,1872714758
1963,1903437686
1964,618478971
1965,597625048
1966,2097798346
1967,1596427076
1968,532608740
1969,888472752
1970,1702513848
1971,1588631654
1972,1052572132
1973,1782166660
1974,655881264
1975,1651043408
1976,1244576595
1977,631539677
1978,971393014
1979,1279085320
1980,729192765
1981,96896314
1982,1679658884
1983,386578515
1984,1089562195
1985,871283995
1986,1702530536
1987,1598014811
1988,252132923
1989,485314539
1990,419433072
